code	isolate	temp_C	replicate	axis	dpi	col_diam_mm	
IN12-8-3.40.1.2	IN12-8-3	40	1	2	6	83.27	
IN12-9-4.40.1.1	IN12-9-4	40	1	1	6	38.05	
IN12-9-4.40.1.2	IN12-9-4	40	1	2	6	36.61	
IN12-9-6.40.1.1	IN12-9-6	40	1	1	6	79.14	
IN12-9-6.40.1.2	IN12-9-6	40	1	2	6	77.52	
IN12-PO-3.40.1.1	IN12-PO-3	40	1	1	6	51.88	
IN12-PO-3.40.1.2	IN12-PO-3	40	1	2	6	51.06	
Md10.40.1.1	Md10	40	1	1	6	84	
Md10.40.1.2	Md10	40	1	2	6	84	
Md3.40.1.1	Md3	40	1	1	6	84	
Md3.40.1.2	Md3	40	1	2	6	84	
Md5.40.1.1	Md5	40	1	1	6	49.9	
Md5.40.1.2	Md5	40	1	2	6	53.86	
Md6.40.1.1	Md6	40	1	1	6	84	
Md6.40.1.2	Md6	40	1	2	6	84	
Md7.40.1.1	Md7	40	1	1	6	84	
Md7.40.1.2	Md7	40	1	2	6	84	
MP144.40.1.1	MP144	40	1	1	6	37.96	
MP144.40.1.2	MP144	40	1	2	6	41	
MP220.40.1.1	MP220	40	1	1	6	84	
MP220.40.1.2	MP220	40	1	2	6	84	
MP223.40.1.1	MP223	40	1	1	6	55.84	
MP223.40.1.2	MP223	40	1	2	6	52.89	
MP249.40.1.1	MP249	40	1	1	6	71.38	
MP249.40.1.2	MP249	40	1	2	6	74.22	
MP250.40.1.1	MP250	40	1	1	6	64.14	
MP250.40.1.2	MP250	40	1	2	6	64.41	
MP258.40.1.1	MP258	40	1	1	6	62.42	
MP258.40.1.2	MP258	40	1	2	6	63.13	
TN262.40.1.1	TN262	40	1	1	6	71.64	
TN262.40.1.2	TN262	40	1	2	6	70.77	
TN264.40.1.1	TN264	40	1	1	6	73.17	
TN264.40.1.2	TN264	40	1	2	6	69.64	
TN270.40.1.1	TN270	40	1	1	6	84	
TN270.40.1.2	TN270	40	1	2	6	84	
TN279.40.1.1	TN279	40	1	1	6	84	
TN279.40.1.2	TN279	40	1	2	6	84	
TN280.40.1.1	TN280	40	1	1	6	84	
TN280.40.1.2	TN280	40	1	2	6	84	
TN380.40.1.1	TN380	40	1	1	6	84	
TN380.40.1.2	TN380	40	1	2	6	84	
TN4.40.1.1	TN4	40	1	1	6	84	
TN4.40.1.2	TN4	40	1	2	6	84	
TN501.40.1.1	TN501	40	1	1	6	66.54	
TN501.40.1.2	TN501	40	1	2	6	68.31	
TN550.40.1.1	TN550	40	1	1	6	76.14	
TN550.40.1.2	TN550	40	1	2	6	76.03	
W12-6.40.1.1	W12-6	40	1	1	6	40.41	
W12-6.40.1.2	W12-6	40	1	2	6	39.37	
W23.40.1.1	W23	40	1	1	6	64.47	
W23.40.1.2	W23	40	1	2	6	67.7	
W3-5.40.1.1	W3-5	40	1	1	6	37.85	
W3-5.40.1.2	W3-5	40	1	2	6	37.65	
Dm13.40.2.1	Dm13	40	2	1	6	84	
Dm13.40.2.2	Dm13	40	2	2	6	84	
Et12.40.2.1	Et12	40	2	1	6	84	
Et12.40.2.2	Et12	40	2	2	6	84	
Et14.40.2.1	Et14	40	2	1	6	84	
Et14.40.2.2	Et14	40	2	2	6	84	
Et17.40.2.1	Et17	40	2	1	6	84	
Et17.40.2.2	Et17	40	2	2	6	84	
Et18.40.2.1	Et18	40	2	1	6	84	
Et18.40.2.2	Et18	40	2	2	6	84	
IN12-4.40.2.1	IN12-4	40	2	1	6	84	
IN12-4.40.2.2	IN12-4	40	2	2	6	84	
IN12-8-3.40.2.1	IN12-8-3	40	2	1	6	84	
IN12-8-3.40.2.2	IN12-8-3	40	2	2	6	84	
IN12-9-4.40.2.1	IN12-9-4	40	2	1	6	35.51	
IN12-9-4.40.2.2	IN12-9-4	40	2	2	6	34.47	
IN12-9-6.40.2.1	IN12-9-6	40	2	1	6	84	
IN12-9-6.40.2.2	IN12-9-6	40	2	2	6	84	
IN12-PO-3.40.2.1	IN12-PO-3	40	2	1	6	78.47	
IN12-PO-3.40.2.2	IN12-PO-3	40	2	2	6	79.32	
Md10.40.2.1	Md10	40	2	1	6	84	
Md10.40.2.2	Md10	40	2	2	6	84	
Md3.40.2.1	Md3	40	2	1	6	84	
Md3.40.2.2	Md3	40	2	2	6	84	
Md5.40.2.1	Md5	40	2	1	6	84	
Md5.40.2.2	Md5	40	2	2	6	84	
Md6.40.2.1	Md6	40	2	1	6	84	
Md6.40.2.2	Md6	40	2	2	6	84	
Md7.40.2.1	Md7	40	2	1	6	84	
Md7.40.2.2	Md7	40	2	2	6	84	
MP144.40.2.1	MP144	40	2	1	6	38.43	
MP144.40.2.2	MP144	40	2	2	6	33.61	
MP220.40.2.1	MP220	40	2	1	6	84	
MP220.40.2.2	MP220	40	2	2	6	84	
MP223.40.2.1	MP223	40	2	1	6	43.02	
MP223.40.2.2	MP223	40	2	2	6	40.34	
MP249.40.2.1	MP249	40	2	1	6	79.22	
MP249.40.2.2	MP249	40	2	2	6	75.73	
MP250.40.2.1	MP250	40	2	1	6	74.41	
MP250.40.2.2	MP250	40	2	2	6	73.68	
MP258.40.2.1	MP258	40	2	1	6	70.17	
MP258.40.2.2	MP258	40	2	2	6	70.71	
TN262.40.2.1	TN262	40	2	1	6	84	
TN262.40.2.2	TN262	40	2	2	6	84	
TN264.40.2.1	TN264	40	2	1	6	56.84	
TN264.40.2.2	TN264	40	2	2	6	56.42	
TN270.40.2.1	TN270	40	2	1	6	81.31	
TN270.40.2.2	TN270	40	2	2	6	80.81	
TN279.40.2.1	TN279	40	2	1	6	84	
TN279.40.2.2	TN279	40	2	2	6	84	
TN280.40.2.1	TN280	40	2	1	6	84	
TN280.40.2.2	TN280	40	2	2	6	84	
TN380.40.2.1	TN380	40	2	1	6	84	
TN380.40.2.2	TN380	40	2	2	6	84	
TN4.40.2.1	TN4	40	2	1	6	84	
TN4.40.2.2	TN4	40	2	2	6	84	
TN501.40.2.1	TN501	40	2	1	6	78.49	
TN501.40.2.2	TN501	40	2	2	6	78.49	
TN550.40.2.1	TN550	40	2	1	6	84	
TN550.40.2.2	TN550	40	2	2	6	84	
W12-6.40.2.1	W12-6	40	2	1	6	30.51	
W12-6.40.2.2	W12-6	40	2	2	6	33.63	
W23.40.2.1	W23	40	2	1	6	66.97	
W23.40.2.2	W23	40	2	2	6	67.27	
W3-5.40.2.1	W3-5	40	2	1	6	36.65	
W3-5.40.2.2	W3-5	40	2	2	6	35.1	
Dm13.15.1.1	Dm13	15	1	1	7	81	
Dm13.15.1.2	Dm13	15	1	2	7	83.38	
Et12.15.1.1	Et12	15	1	1	7	83.01	
Et12.15.1.2	Et12	15	1	2	7	81.31	
Et14.15.1.1	Et14	15	1	1	7	75.94	
Et14.15.1.2	Et14	15	1	2	7	76.14	
Et17.15.1.1	Et17	15	1	1	7	83.58	
Et17.15.1.2	Et17	15	1	2	7	82.95	
Et18.15.1.1	Et18	15	1	1	7	81.52	
Et18.15.1.2	Et18	15	1	2	7	79.39	
IN12-4.15.1.1	IN12-4	15	1	1	7	75.48	
IN12-4.15.1.2	IN12-4	15	1	2	7	75.64	
IN12-8-3.15.1.1	IN12-8-3	15	1	1	7	84	
IN12-8-3.15.1.2	IN12-8-3	15	1	2	7	84	
IN12-9-4.15.1.1	IN12-9-4	15	1	1	7	84	
IN12-9-4.15.1.2	IN12-9-4	15	1	2	7	84	
IN12-9-6.15.1.1	IN12-9-6	15	1	1	7	76.64	
IN12-9-6.15.1.2	IN12-9-6	15	1	2	7	78.42	
IN12-PO-3.15.1.1	IN12-PO-3	15	1	1	7	75.1	
IN12-PO-3.15.1.2	IN12-PO-3	15	1	2	7	73.3	
Md10.15.1.1	Md10	15	1	1	7	74.28	
Md10.15.1.2	Md10	15	1	2	7	73.7	
Md3.15.1.1	Md3	15	1	1	7	70.54	
Md3.15.1.2	Md3	15	1	2	7	70.53	
Md5.15.1.1	Md5	15	1	1	7	80.71	
Md5.15.1.2	Md5	15	1	2	7	82.59	
Md6.15.1.1	Md6	15	1	1	7	78.59	
Md6.15.1.2	Md6	15	1	2	7	77.72	
Md7.15.1.1	Md7	15	1	1	7	76.56	
Md7.15.1.2	Md7	15	1	2	7	75.8	
MP144.15.1.1	MP144	15	1	1	7	62.14	
MP144.15.1.2	MP144	15	1	2	7	63.53	
MP220.15.1.1	MP220	15	1	1	7	73.59	
MP220.15.1.2	MP220	15	1	2	7	75.06	
MP223.15.1.1	MP223	15	1	1	7	56.92	
MP223.15.1.2	MP223	15	1	2	7	52.75	
MP249.15.1.1	MP249	15	1	1	7	72.81	
MP249.15.1.2	MP249	15	1	2	7	71.62	
MP250.15.1.1	MP250	15	1	1	7	79.66	
MP250.15.1.2	MP250	15	1	2	7	80.58	
MP258.15.1.1	MP258	15	1	1	7	84	
MP258.15.1.2	MP258	15	1	2	7	84	
TN262.15.1.1	TN262	15	1	1	7	78.7	
TN262.15.1.2	TN262	15	1	2	7	77.01	
TN264.15.1.1	TN264	15	1	1	7	84	
TN264.15.1.2	TN264	15	1	2	7	84	
TN270.15.1.1	TN270	15	1	1	7	84	
TN270.15.1.2	TN270	15	1	2	7	84	
TN279.15.1.1	TN279	15	1	1	7	76.67	
TN279.15.1.2	TN279	15	1	2	7	81.52	
TN280.15.1.1	TN280	15	1	1	7	71.77	
TN280.15.1.2	TN280	15	1	2	7	71.51	
TN380.15.1.1	TN380	15	1	1	7	61.98	
TN380.15.1.2	TN380	15	1	2	7	68.65	
TN4.15.1.1	TN4	15	1	1	7	69.2	
TN4.15.1.2	TN4	15	1	2	7	68.08	
TN501.15.1.1	TN501	15	1	1	7	47.63	
TN501.15.1.2	TN501	15	1	2	7	48.48	
TN550.15.1.1	TN550	15	1	1	7	78.41	
TN550.15.1.2	TN550	15	1	2	7	74.11	
W12-6.15.1.1	W12-6	15	1	1	7	80.61	
W12-6.15.1.2	W12-6	15	1	2	7	77.32	
W23.15.1.1	W23	15	1	1	7	84	
W23.15.1.2	W23	15	1	2	7	84	
W3-5.15.1.1	W3-5	15	1	1	7	83.29	
W3-5.15.1.2	W3-5	15	1	2	7	80.47	
Dm13.15.2.1	Dm13	15	2	1	7	84	
Dm13.15.2.2	Dm13	15	2	2	7	84	
Et12.15.2.1	Et12	15	2	1	7	84	
Et12.15.2.2	Et12	15	2	2	7	83.08	
Et14.15.2.1	Et14	15	2	1	7	78.75	
Et14.15.2.2	Et14	15	2	2	7	80.66	
Et17.15.2.1	Et17	15	2	1	7	84	
Et17.15.2.2	Et17	15	2	2	7	84	
Et18.15.2.1	Et18	15	2	1	7	78.55	
Et18.15.2.2	Et18	15	2	2	7	82.82	
IN12-4.15.2.1	IN12-4	15	2	1	7	72.74	
IN12-4.15.2.2	IN12-4	15	2	2	7	72.63	
IN12-8-3.15.2.1	IN12-8-3	15	2	1	7	84	
IN12-8-3.15.2.2	IN12-8-3	15	2	2	7	84	
IN12-9-4.15.2.1	IN12-9-4	15	2	1	7	84	
IN12-9-4.15.2.2	IN12-9-4	15	2	2	7	84	
IN12-9-6.15.2.1	IN12-9-6	15	2	1	7	83.74	
IN12-9-6.15.2.2	IN12-9-6	15	2	2	7	79.38	
IN12-PO-3.15.2.1	IN12-PO-3	15	2	1	7	79.58	
IN12-PO-3.15.2.2	IN12-PO-3	15	2	2	7	77.22	
Md10.15.2.1	Md10	15	2	1	7	73.73	
Md10.15.2.2	Md10	15	2	2	7	73.15	
Md3.15.2.1	Md3	15	2	1	7	74.2	
Md3.15.2.2	Md3	15	2	2	7	73.44	
Md5.15.2.1	Md5	15	2	1	7	80.66	
Md5.15.2.2	Md5	15	2	2	7	81.43	
Md6.15.2.1	Md6	15	2	1	7	80.01	
Md6.15.2.2	Md6	15	2	2	7	81.26	
Md7.15.2.1	Md7	15	2	1	7	74.96	
Md7.15.2.2	Md7	15	2	2	7	76.9	
MP144.15.2.1	MP144	15	2	1	7	62.03	
MP144.15.2.2	MP144	15	2	2	7	62.38	
MP220.15.2.1	MP220	15	2	1	7	76.16	
MP220.15.2.2	MP220	15	2	2	7	75.96	
MP223.15.2.1	MP223	15	2	1	7	54.8	
MP223.15.2.2	MP223	15	2	2	7	54.79	
MP249.15.2.1	MP249	15	2	1	7	73.77	
MP249.15.2.2	MP249	15	2	2	7	73.25	
MP250.15.2.1	MP250	15	2	1	7	80.36	
MP250.15.2.2	MP250	15	2	2	7	81.64	
MP258.15.2.1	MP258	15	2	1	7	84	
MP258.15.2.2	MP258	15	2	2	7	84	
TN262.15.2.1	TN262	15	2	1	7	75.44	
TN262.15.2.2	TN262	15	2	2	7	77.52	
TN264.15.2.1	TN264	15	2	1	7	83.85	
TN264.15.2.2	TN264	15	2	2	7	82.77	
TN270.15.2.1	TN270	15	2	1	7	84	
TN270.15.2.2	TN270	15	2	2	7	84	
TN279.15.2.1	TN279	15	2	1	7	83.67	
TN279.15.2.2	TN279	15	2	2	7	81.64	
TN280.15.2.1	TN280	15	2	1	7	73.54	
TN280.15.2.2	TN280	15	2	2	7	73.32	
TN380.15.2.1	TN380	15	2	1	7	65.01	
TN380.15.2.2	TN380	15	2	2	7	67.71	
TN4.15.2.1	TN4	15	2	1	7	61.19	
TN4.15.2.2	TN4	15	2	2	7	65.36	
TN501.15.2.1	TN501	15	2	1	7	53.86	
TN501.15.2.2	TN501	15	2	2	7	53.15	
TN550.15.2.1	TN550	15	2	1	7	83.29	
TN550.15.2.2	TN550	15	2	2	7	81.66	
W12-6.15.2.1	W12-6	15	2	1	7	82.4	
W12-6.15.2.2	W12-6	15	2	2	7	81.37	
W23.15.2.1	W23	15	2	1	7	79.61	
W23.15.2.2	W23	15	2	2	7	81.57	
W3-5.15.2.1	W3-5	15	2	1	7	83.4	
W3-5.15.2.2	W3-5	15	2	2	7	83.26	
Dm13.20.1.1	Dm13	20	1	1	7	84	
Dm13.20.1.2	Dm13	20	1	2	7	84	
Et12.20.1.1	Et12	20	1	1	7	84	
Et12.20.1.2	Et12	20	1	2	7	84	
Et14.20.1.1	Et14	20	1	1	7	84	
Et14.20.1.2	Et14	20	1	2	7	84	
Et17.20.1.1	Et17	20	1	1	7	84	
Et17.20.1.2	Et17	20	1	2	7	84	
Et18.20.1.1	Et18	20	1	1	7	84	
Et18.20.1.2	Et18	20	1	2	7	84	
IN12-4.20.1.1	IN12-4	20	1	1	7	84	
IN12-4.20.1.2	IN12-4	20	1	2	7	84	
IN12-8-3.20.1.1	IN12-8-3	20	1	1	7	84	
IN12-8-3.20.1.2	IN12-8-3	20	1	2	7	84	
IN12-9-4.20.1.1	IN12-9-4	20	1	1	7	84	
IN12-9-4.20.1.2	IN12-9-4	20	1	2	7	84	
IN12-9-6.20.1.1	IN12-9-6	20	1	1	7	84	
IN12-9-6.20.1.2	IN12-9-6	20	1	2	7	84	
IN12-PO-3.20.1.1	IN12-PO-3	20	1	1	7	84	
IN12-PO-3.20.1.2	IN12-PO-3	20	1	2	7	84	
Md10.20.1.1	Md10	20	1	1	7	84	
Md10.20.1.2	Md10	20	1	2	7	84	
Md3.20.1.1	Md3	20	1	1	7	84	
Md3.20.1.2	Md3	20	1	2	7	84	
Md5.20.1.1	Md5	20	1	1	7	84	
Md5.20.1.2	Md5	20	1	2	7	84	
Md6.20.1.1	Md6	20	1	1	7	84	
Md6.20.1.2	Md6	20	1	2	7	84	
Md7.20.1.1	Md7	20	1	1	7	84	
Md7.20.1.2	Md7	20	1	2	7	84	
MP144.20.1.1	MP144	20	1	1	7	84	
MP144.20.1.2	MP144	20	1	2	7	84	
MP220.20.1.1	MP220	20	1	1	7	84	
MP220.20.1.2	MP220	20	1	2	7	84	
MP223.20.1.1	MP223	20	1	1	7	83.32	
MP223.20.1.2	MP223	20	1	2	7	82.31	
MP249.20.1.1	MP249	20	1	1	7	84	
MP249.20.1.2	MP249	20	1	2	7	84	
MP250.20.1.1	MP250	20	1	1	7	84	
MP250.20.1.2	MP250	20	1	2	7	84	
MP258.20.1.1	MP258	20	1	1	7	84	
MP258.20.1.2	MP258	20	1	2	7	84	
TN262.20.1.1	TN262	20	1	1	7	84	
TN262.20.1.2	TN262	20	1	2	7	84	
TN264.20.1.1	TN264	20	1	1	7	84	
TN264.20.1.2	TN264	20	1	2	7	84	
TN270.20.1.1	TN270	20	1	1	7	84	
TN270.20.1.2	TN270	20	1	2	7	84	
TN279.20.1.1	TN279	20	1	1	7	84	
TN279.20.1.2	TN279	20	1	2	7	84	
TN280.20.1.1	TN280	20	1	1	7	84	
TN280.20.1.2	TN280	20	1	2	7	84	
TN380.20.1.1	TN380	20	1	1	7	70.44	
TN380.20.1.2	TN380	20	1	2	7	73.91	
TN4.20.1.1	TN4	20	1	1	7	84	
TN4.20.1.2	TN4	20	1	2	7	84	
TN501.20.1.1	TN501	20	1	1	7	84	
TN501.20.1.2	TN501	20	1	2	7	84	
TN550.20.1.1	TN550	20	1	1	7	84	
TN550.20.1.2	TN550	20	1	2	7	84	
W12-6.20.1.1	W12-6	20	1	1	7	84	
W12-6.20.1.2	W12-6	20	1	2	7	84	
W23.20.1.1	W23	20	1	1	7	84	
W23.20.1.2	W23	20	1	2	7	84	
W3-5.20.1.1	W3-5	20	1	1	7	84	
W3-5.20.1.2	W3-5	20	1	2	7	84	
Dm13.20.2.1	Dm13	20	2	1	7	84	
Dm13.20.2.2	Dm13	20	2	2	7	84	
Et12.20.2.1	Et12	20	2	1	7	84	
Et12.20.2.2	Et12	20	2	2	7	84	
Et14.20.2.1	Et14	20	2	1	7	84	
Et14.20.2.2	Et14	20	2	2	7	84	
Et17.20.2.1	Et17	20	2	1	7	84	
Et17.20.2.2	Et17	20	2	2	7	84	
Et18.20.2.1	Et18	20	2	1	7	84	
Et18.20.2.2	Et18	20	2	2	7	84	
IN12-4.20.2.1	IN12-4	20	2	1	7	84	
IN12-4.20.2.2	IN12-4	20	2	2	7	84	
IN12-8-3.20.2.1	IN12-8-3	20	2	1	7	84	
IN12-8-3.20.2.2	IN12-8-3	20	2	2	7	84	
IN12-9-4.20.2.1	IN12-9-4	20	2	1	7	84	
IN12-9-4.20.2.2	IN12-9-4	20	2	2	7	84	
IN12-9-6.20.2.1	IN12-9-6	20	2	1	7	84	
IN12-9-6.20.2.2	IN12-9-6	20	2	2	7	84	
IN12-PO-3.20.2.1	IN12-PO-3	20	2	1	7	84	
IN12-PO-3.20.2.2	IN12-PO-3	20	2	2	7	84	
Md10.20.2.1	Md10	20	2	1	7	84	
Md10.20.2.2	Md10	20	2	2	7	84	
Md3.20.2.1	Md3	20	2	1	7	84	
Md3.20.2.2	Md3	20	2	2	7	84	
Md5.20.2.1	Md5	20	2	1	7	84	
Md5.20.2.2	Md5	20	2	2	7	84	
Md6.20.2.1	Md6	20	2	1	7	84	
Md6.20.2.2	Md6	20	2	2	7	84	
Md7.20.2.1	Md7	20	2	1	7	84	
Md7.20.2.2	Md7	20	2	2	7	84	
MP144.20.2.1	MP144	20	2	1	7	84	
MP144.20.2.2	MP144	20	2	2	7	84	
MP220.20.2.1	MP220	20	2	1	7	84	
MP220.20.2.2	MP220	20	2	2	7	84	
MP223.20.2.1	MP223	20	2	1	7	80.18	
MP223.20.2.2	MP223	20	2	2	7	77.63	
MP249.20.2.1	MP249	20	2	1	7	84	
MP249.20.2.2	MP249	20	2	2	7	84	
MP250.20.2.1	MP250	20	2	1	7	84	
MP250.20.2.2	MP250	20	2	2	7	84	
MP258.20.2.1	MP258	20	2	1	7	84	
MP258.20.2.2	MP258	20	2	2	7	84	
TN262.20.2.1	TN262	20	2	1	7	84	
TN262.20.2.2	TN262	20	2	2	7	84	
TN264.20.2.1	TN264	20	2	1	7	84	
TN264.20.2.2	TN264	20	2	2	7	84	
TN270.20.2.1	TN270	20	2	1	7	84	
TN270.20.2.2	TN270	20	2	2	7	84	
TN279.20.2.1	TN279	20	2	1	7	84	
TN279.20.2.2	TN279	20	2	2	7	84	
TN280.20.2.1	TN280	20	2	1	7	84	
TN280.20.2.2	TN280	20	2	2	7	84	
TN380.20.2.1	TN380	20	2	1	7	82.44	
TN380.20.2.2	TN380	20	2	2	7	83.61	
TN4.20.2.1	TN4	20	2	1	7	84	
TN4.20.2.2	TN4	20	2	2	7	84	
TN501.20.2.1	TN501	20	2	1	7	84	
TN501.20.2.2	TN501	20	2	2	7	84	
TN550.20.2.1	TN550	20	2	1	7	84	
TN550.20.2.2	TN550	20	2	2	7	84	
W12-6.20.2.1	W12-6	20	2	1	7	84	
W12-6.20.2.2	W12-6	20	2	2	7	84	
W23.20.2.1	W23	20	2	1	7	84	
W23.20.2.2	W23	20	2	2	7	84	
W3-5.20.2.1	W3-5	20	2	1	7	84	
W3-5.20.2.2	W3-5	20	2	2	7	84	
Dm13.25.1.1	Dm13	25	1	1	7	84	
Dm13.25.1.2	Dm13	25	1	2	7	84	
Et12.25.1.1	Et12	25	1	1	7	84	
Et12.25.1.2	Et12	25	1	2	7	84	
Et14.25.1.1	Et14	25	1	1	7	84	
Et14.25.1.2	Et14	25	1	2	7	84	
Et17.25.1.1	Et17	25	1	1	7	84	
Et17.25.1.2	Et17	25	1	2	7	84	
Et18.25.1.1	Et18	25	1	1	7	84	
Et18.25.1.2	Et18	25	1	2	7	84	
IN12-4.25.1.1	IN12-4	25	1	1	7	84	
IN12-4.25.1.2	IN12-4	25	1	2	7	84	
IN12-8-3.25.1.1	IN12-8-3	25	1	1	7	84	
IN12-8-3.25.1.2	IN12-8-3	25	1	2	7	84	
IN12-9-4.25.1.1	IN12-9-4	25	1	1	7	84	
IN12-9-4.25.1.2	IN12-9-4	25	1	2	7	84	
IN12-9-6.25.1.1	IN12-9-6	25	1	1	7	84	
IN12-9-6.25.1.2	IN12-9-6	25	1	2	7	84	
IN12-PO-3.25.1.1	IN12-PO-3	25	1	1	7	84	
IN12-PO-3.25.1.2	IN12-PO-3	25	1	2	7	84	
Md10.25.1.1	Md10	25	1	1	7	84	
Md10.25.1.2	Md10	25	1	2	7	84	
Md3.25.1.1	Md3	25	1	1	7	84	
Md3.25.1.2	Md3	25	1	2	7	84	
Md5.25.1.1	Md5	25	1	1	7	84	
Md5.25.1.2	Md5	25	1	2	7	84	
Md6.25.1.1	Md6	25	1	1	7	84	
Md6.25.1.2	Md6	25	1	2	7	84	
Md7.25.1.1	Md7	25	1	1	7	84	
Md7.25.1.2	Md7	25	1	2	7	84	
MP144.25.1.1	MP144	25	1	1	7	84	
MP144.25.1.2	MP144	25	1	2	7	84	
MP220.25.1.1	MP220	25	1	1	7	84	
MP220.25.1.2	MP220	25	1	2	7	84	
MP223.25.1.1	MP223	25	1	1	7	84	
MP223.25.1.2	MP223	25	1	2	7	84	
MP249.25.1.1	MP249	25	1	1	7	84	
MP249.25.1.2	MP249	25	1	2	7	84	
MP250.25.1.1	MP250	25	1	1	7	84	
MP250.25.1.2	MP250	25	1	2	7	84	
MP258.25.1.1	MP258	25	1	1	7	84	
MP258.25.1.2	MP258	25	1	2	7	84	
TN262.25.1.1	TN262	25	1	1	7	84	
TN262.25.1.2	TN262	25	1	2	7	84	
TN264.25.1.1	TN264	25	1	1	7	84	
TN264.25.1.2	TN264	25	1	2	7	84	
TN270.25.1.1	TN270	25	1	1	7	84	
TN270.25.1.2	TN270	25	1	2	7	84	
TN279.25.1.1	TN279	25	1	1	7	84	
TN279.25.1.2	TN279	25	1	2	7	84	
TN280.25.1.1	TN280	25	1	1	7	84	
TN280.25.1.2	TN280	25	1	2	7	84	
TN380.25.1.1	TN380	25	1	1	7	77.64	
TN380.25.1.2	TN380	25	1	2	7	77.02	
TN4.25.1.1	TN4	25	1	1	7	84	
TN4.25.1.2	TN4	25	1	2	7	84	
TN501.25.1.1	TN501	25	1	1	7	84	
TN501.25.1.2	TN501	25	1	2	7	84	
TN550.25.1.1	TN550	25	1	1	7	84	
TN550.25.1.2	TN550	25	1	2	7	84	
W12-6.25.1.1	W12-6	25	1	1	7	84	
W12-6.25.1.2	W12-6	25	1	2	7	84	
W23.25.1.1	W23	25	1	1	7	84	
W23.25.1.2	W23	25	1	2	7	84	
W3-5.25.1.1	W3-5	25	1	1	7	84	
W3-5.25.1.2	W3-5	25	1	2	7	84	
Dm13.25.2.1	Dm13	25	2	1	7	84	
Dm13.25.2.2	Dm13	25	2	2	7	84	
Et12.25.2.1	Et12	25	2	1	7	84	
Et12.25.2.2	Et12	25	2	2	7	84	
Et14.25.2.1	Et14	25	2	1	7	84	
Et14.25.2.2	Et14	25	2	2	7	84	
Et17.25.2.1	Et17	25	2	1	7	84	
Et17.25.2.2	Et17	25	2	2	7	84	
Et18.25.2.1	Et18	25	2	1	7	84	
Et18.25.2.2	Et18	25	2	2	7	84	
IN12-4.25.2.1	IN12-4	25	2	1	7	84	
IN12-4.25.2.2	IN12-4	25	2	2	7	84	
IN12-8-3.25.2.1	IN12-8-3	25	2	1	7	84	
IN12-8-3.25.2.2	IN12-8-3	25	2	2	7	84	
IN12-9-4.25.2.1	IN12-9-4	25	2	1	7	84	
IN12-9-4.25.2.2	IN12-9-4	25	2	2	7	84	
IN12-9-6.25.2.1	IN12-9-6	25	2	1	7	84	
IN12-9-6.25.2.2	IN12-9-6	25	2	2	7	84	
IN12-PO-3.25.2.1	IN12-PO-3	25	2	1	7	84	
IN12-PO-3.25.2.2	IN12-PO-3	25	2	2	7	84	
Md10.25.2.1	Md10	25	2	1	7	84	
Md10.25.2.2	Md10	25	2	2	7	84	
Md3.25.2.1	Md3	25	2	1	7	84	
Md3.25.2.2	Md3	25	2	2	7	84	
Md5.25.2.1	Md5	25	2	1	7	84	
Md5.25.2.2	Md5	25	2	2	7	84	
Md6.25.2.1	Md6	25	2	1	7	84	
Md6.25.2.2	Md6	25	2	2	7	84	
Md7.25.2.1	Md7	25	2	1	7	84	
Md7.25.2.2	Md7	25	2	2	7	84	
MP144.25.2.1	MP144	25	2	1	7	84	
MP144.25.2.2	MP144	25	2	2	7	84	
MP220.25.2.1	MP220	25	2	1	7	84	
MP220.25.2.2	MP220	25	2	2	7	84	
MP223.25.2.1	MP223	25	2	1	7	84	
MP223.25.2.2	MP223	25	2	2	7	84	
MP249.25.2.1	MP249	25	2	1	7	84	
MP249.25.2.2	MP249	25	2	2	7	84	
MP250.25.2.1	MP250	25	2	1	7	84	
MP250.25.2.2	MP250	25	2	2	7	84	
MP258.25.2.1	MP258	25	2	1	7	84	
MP258.25.2.2	MP258	25	2	2	7	84	
TN262.25.2.1	TN262	25	2	1	7	84	
TN262.25.2.2	TN262	25	2	2	7	84	
TN264.25.2.1	TN264	25	2	1	7	84	
TN264.25.2.2	TN264	25	2	2	7	84	
TN270.25.2.1	TN270	25	2	1	7	84	
TN270.25.2.2	TN270	25	2	2	7	84	
TN279.25.2.1	TN279	25	2	1	7	84	
TN279.25.2.2	TN279	25	2	2	7	84	
TN280.25.2.1	TN280	25	2	1	7	84	
TN280.25.2.2	TN280	25	2	2	7	84	
TN380.25.2.1	TN380	25	2	1	7	71.35	
TN380.25.2.2	TN380	25	2	2	7	67.98	
TN4.25.2.1	TN4	25	2	1	7	84	
TN4.25.2.2	TN4	25	2	2	7	84	
TN501.25.2.1	TN501	25	2	1	7	84	
TN501.25.2.2	TN501	25	2	2	7	84	
TN550.25.2.1	TN550	25	2	1	7	84	
TN550.25.2.2	TN550	25	2	2	7	84	
W12-6.25.2.1	W12-6	25	2	1	7	84	
W12-6.25.2.2	W12-6	25	2	2	7	84	
W23.25.2.1	W23	25	2	1	7	84	
W23.25.2.2	W23	25	2	2	7	84	
W3-5.25.2.1	W3-5	25	2	1	7	84	
W3-5.25.2.2	W3-5	25	2	2	7	84	
Dm13.30.1.1	Dm13	30	1	1	7	84	
Dm13.30.1.2	Dm13	30	1	2	7	84	
Et12.30.1.1	Et12	30	1	1	7	84	
