code	isolate	temp_C	replicate	axis	dpi	col_diam_mm_corr
TN280.40.2.1	TN280	40	2	1	6	78
TN280.40.2.2	TN280	40	2	2	6	78
TN380.40.2.1	TN380	40	2	1	6	78
TN380.40.2.2	TN380	40	2	2	6	78
TN4.40.2.1	TN4	40	2	1	6	78
TN4.40.2.2	TN4	40	2	2	6	78
TN501.40.2.1	TN501	40	2	1	6	72.49
TN501.40.2.2	TN501	40	2	2	6	72.49
TN550.40.2.1	TN550	40	2	1	6	78
TN550.40.2.2	TN550	40	2	2	6	78
W12-6.40.2.1	W12-6	40	2	1	6	24.51
W12-6.40.2.2	W12-6	40	2	2	6	27.63
W23.40.2.1	W23	40	2	1	6	60.97
W23.40.2.2	W23	40	2	2	6	61.27
W3-5.40.2.1	W3-5	40	2	1	6	30.65
W3-5.40.2.2	W3-5	40	2	2	6	29.1
Dm13.15.1.1	Dm13	15	1	1	7	75
Dm13.15.1.2	Dm13	15	1	2	7	77.38
Et12.15.1.1	Et12	15	1	1	7	77.01
Et12.15.1.2	Et12	15	1	2	7	75.31
Et14.15.1.1	Et14	15	1	1	7	69.94
Et14.15.1.2	Et14	15	1	2	7	70.14
Et17.15.1.1	Et17	15	1	1	7	77.58
Et17.15.1.2	Et17	15	1	2	7	76.95
Et18.15.1.1	Et18	15	1	1	7	75.52
Et18.15.1.2	Et18	15	1	2	7	73.39
IN12-4.15.1.1	IN12-4	15	1	1	7	69.48
IN12-4.15.1.2	IN12-4	15	1	2	7	69.64
IN12-8-3.15.1.1	IN12-8-3	15	1	1	7	78
IN12-8-3.15.1.2	IN12-8-3	15	1	2	7	78
IN12-9-4.15.1.1	IN12-9-4	15	1	1	7	78
IN12-9-4.15.1.2	IN12-9-4	15	1	2	7	78
IN12-9-6.15.1.1	IN12-9-6	15	1	1	7	70.64
IN12-9-6.15.1.2	IN12-9-6	15	1	2	7	72.42
IN12-PO-3.15.1.1	IN12-PO-3	15	1	1	7	69.1
IN12-PO-3.15.1.2	IN12-PO-3	15	1	2	7	67.3
Md10.15.1.1	Md10	15	1	1	7	68.28
Md10.15.1.2	Md10	15	1	2	7	67.7
Md3.15.1.1	Md3	15	1	1	7	64.54
Md3.15.1.2	Md3	15	1	2	7	64.53
Md5.15.1.1	Md5	15	1	1	7	74.71
Md5.15.1.2	Md5	15	1	2	7	76.59
Md6.15.1.1	Md6	15	1	1	7	72.59
Md6.15.1.2	Md6	15	1	2	7	71.72
Md7.15.1.1	Md7	15	1	1	7	70.56
Md7.15.1.2	Md7	15	1	2	7	69.8
MP144.15.1.1	MP144	15	1	1	7	56.14
MP144.15.1.2	MP144	15	1	2	7	57.53
MP220.15.1.1	MP220	15	1	1	7	67.59
MP220.15.1.2	MP220	15	1	2	7	69.06
MP223.15.1.1	MP223	15	1	1	7	50.92
MP223.15.1.2	MP223	15	1	2	7	46.75
MP249.15.1.1	MP249	15	1	1	7	66.81
MP249.15.1.2	MP249	15	1	2	7	65.62
MP250.15.1.1	MP250	15	1	1	7	73.66
MP250.15.1.2	MP250	15	1	2	7	74.58
MP258.15.1.1	MP258	15	1	1	7	78
MP258.15.1.2	MP258	15	1	2	7	78
TN262.15.1.1	TN262	15	1	1	7	72.7
TN262.15.1.2	TN262	15	1	2	7	71.01
TN264.15.1.1	TN264	15	1	1	7	78
TN264.15.1.2	TN264	15	1	2	7	78
TN270.15.1.1	TN270	15	1	1	7	78
TN270.15.1.2	TN270	15	1	2	7	78
TN279.15.1.1	TN279	15	1	1	7	70.67
TN279.15.1.2	TN279	15	1	2	7	75.52
TN280.15.1.1	TN280	15	1	1	7	65.77
TN280.15.1.2	TN280	15	1	2	7	65.51
TN380.15.1.1	TN380	15	1	1	7	55.98
TN380.15.1.2	TN380	15	1	2	7	62.65
TN4.15.1.1	TN4	15	1	1	7	63.2
TN4.15.1.2	TN4	15	1	2	7	62.08
TN501.15.1.1	TN501	15	1	1	7	41.63
TN501.15.1.2	TN501	15	1	2	7	42.48
TN550.15.1.1	TN550	15	1	1	7	72.41
TN550.15.1.2	TN550	15	1	2	7	68.11
W12-6.15.1.1	W12-6	15	1	1	7	74.61
W12-6.15.1.2	W12-6	15	1	2	7	71.32
W23.15.1.1	W23	15	1	1	7	78
W23.15.1.2	W23	15	1	2	7	78
W3-5.15.1.1	W3-5	15	1	1	7	77.29
W3-5.15.1.2	W3-5	15	1	2	7	74.47
Dm13.15.2.1	Dm13	15	2	1	7	78
Dm13.15.2.2	Dm13	15	2	2	7	78
Et12.15.2.1	Et12	15	2	1	7	78
Et12.15.2.2	Et12	15	2	2	7	77.08
Et14.15.2.1	Et14	15	2	1	7	72.75
Et14.15.2.2	Et14	15	2	2	7	74.66
Et17.15.2.1	Et17	15	2	1	7	78
Et17.15.2.2	Et17	15	2	2	7	78
Et18.15.2.1	Et18	15	2	1	7	72.55
Et18.15.2.2	Et18	15	2	2	7	76.82
IN12-4.15.2.1	IN12-4	15	2	1	7	66.74
IN12-4.15.2.2	IN12-4	15	2	2	7	66.63
IN12-8-3.15.2.1	IN12-8-3	15	2	1	7	78
IN12-8-3.15.2.2	IN12-8-3	15	2	2	7	78
IN12-9-4.15.2.1	IN12-9-4	15	2	1	7	78
IN12-9-4.15.2.2	IN12-9-4	15	2	2	7	78
IN12-9-6.15.2.1	IN12-9-6	15	2	1	7	77.74
IN12-9-6.15.2.2	IN12-9-6	15	2	2	7	73.38
IN12-PO-3.15.2.1	IN12-PO-3	15	2	1	7	73.58
IN12-PO-3.15.2.2	IN12-PO-3	15	2	2	7	71.22
Md10.15.2.1	Md10	15	2	1	7	67.73
Md10.15.2.2	Md10	15	2	2	7	67.15
Md3.15.2.1	Md3	15	2	1	7	68.2
Md3.15.2.2	Md3	15	2	2	7	67.44
Md5.15.2.1	Md5	15	2	1	7	74.66
Md5.15.2.2	Md5	15	2	2	7	75.43
Md6.15.2.1	Md6	15	2	1	7	74.01
Md6.15.2.2	Md6	15	2	2	7	75.26
Md7.15.2.1	Md7	15	2	1	7	68.96
Md7.15.2.2	Md7	15	2	2	7	70.9
MP144.15.2.1	MP144	15	2	1	7	56.03
MP144.15.2.2	MP144	15	2	2	7	56.38
MP220.15.2.1	MP220	15	2	1	7	70.16
MP220.15.2.2	MP220	15	2	2	7	69.96
MP223.15.2.1	MP223	15	2	1	7	48.8
MP223.15.2.2	MP223	15	2	2	7	48.79
MP249.15.2.1	MP249	15	2	1	7	67.77
MP249.15.2.2	MP249	15	2	2	7	67.25
MP250.15.2.1	MP250	15	2	1	7	74.36
MP250.15.2.2	MP250	15	2	2	7	75.64
MP258.15.2.1	MP258	15	2	1	7	78
MP258.15.2.2	MP258	15	2	2	7	78
TN262.15.2.1	TN262	15	2	1	7	69.44
TN262.15.2.2	TN262	15	2	2	7	71.52
TN264.15.2.1	TN264	15	2	1	7	77.85
TN264.15.2.2	TN264	15	2	2	7	76.77
TN270.15.2.1	TN270	15	2	1	7	78
TN270.15.2.2	TN270	15	2	2	7	78
TN279.15.2.1	TN279	15	2	1	7	77.67
TN279.15.2.2	TN279	15	2	2	7	75.64
TN280.15.2.1	TN280	15	2	1	7	67.54
TN280.15.2.2	TN280	15	2	2	7	67.32
TN380.15.2.1	TN380	15	2	1	7	59.01
TN380.15.2.2	TN380	15	2	2	7	61.71
TN4.15.2.1	TN4	15	2	1	7	55.19
TN4.15.2.2	TN4	15	2	2	7	59.36
TN501.15.2.1	TN501	15	2	1	7	47.86
TN501.15.2.2	TN501	15	2	2	7	47.15
TN550.15.2.1	TN550	15	2	1	7	77.29
TN550.15.2.2	TN550	15	2	2	7	75.66
W12-6.15.2.1	W12-6	15	2	1	7	76.4
W12-6.15.2.2	W12-6	15	2	2	7	75.37
W23.15.2.1	W23	15	2	1	7	73.61
W23.15.2.2	W23	15	2	2	7	75.57
W3-5.15.2.1	W3-5	15	2	1	7	77.4
W3-5.15.2.2	W3-5	15	2	2	7	77.26
Dm13.20.1.1	Dm13	20	1	1	7	78
Dm13.20.1.2	Dm13	20	1	2	7	78
Et12.20.1.1	Et12	20	1	1	7	78
Et12.20.1.2	Et12	20	1	2	7	78
Et14.20.1.1	Et14	20	1	1	7	78
Et14.20.1.2	Et14	20	1	2	7	78
Et17.20.1.1	Et17	20	1	1	7	78
Et17.20.1.2	Et17	20	1	2	7	78
Et18.20.1.1	Et18	20	1	1	7	78
Et18.20.1.2	Et18	20	1	2	7	78
IN12-4.20.1.1	IN12-4	20	1	1	7	78
IN12-4.20.1.2	IN12-4	20	1	2	7	78
IN12-8-3.20.1.1	IN12-8-3	20	1	1	7	78
IN12-8-3.20.1.2	IN12-8-3	20	1	2	7	78
IN12-9-4.20.1.1	IN12-9-4	20	1	1	7	78
IN12-9-4.20.1.2	IN12-9-4	20	1	2	7	78
IN12-9-6.20.1.1	IN12-9-6	20	1	1	7	78
IN12-9-6.20.1.2	IN12-9-6	20	1	2	7	78
IN12-PO-3.20.1.1	IN12-PO-3	20	1	1	7	78
IN12-PO-3.20.1.2	IN12-PO-3	20	1	2	7	78
Md10.20.1.1	Md10	20	1	1	7	78
Md10.20.1.2	Md10	20	1	2	7	78
Md3.20.1.1	Md3	20	1	1	7	78
Md3.20.1.2	Md3	20	1	2	7	78
Md5.20.1.1	Md5	20	1	1	7	78
Md5.20.1.2	Md5	20	1	2	7	78
Md6.20.1.1	Md6	20	1	1	7	78
Md6.20.1.2	Md6	20	1	2	7	78
Md7.20.1.1	Md7	20	1	1	7	78
Md7.20.1.2	Md7	20	1	2	7	78
MP144.20.1.1	MP144	20	1	1	7	78
MP144.20.1.2	MP144	20	1	2	7	78
MP220.20.1.1	MP220	20	1	1	7	78
MP220.20.1.2	MP220	20	1	2	7	78
MP223.20.1.1	MP223	20	1	1	7	77.32
MP223.20.1.2	MP223	20	1	2	7	76.31
MP249.20.1.1	MP249	20	1	1	7	78
MP249.20.1.2	MP249	20	1	2	7	78
MP250.20.1.1	MP250	20	1	1	7	78
MP250.20.1.2	MP250	20	1	2	7	78
MP258.20.1.1	MP258	20	1	1	7	78
MP258.20.1.2	MP258	20	1	2	7	78
TN262.20.1.1	TN262	20	1	1	7	78
TN262.20.1.2	TN262	20	1	2	7	78
TN264.20.1.1	TN264	20	1	1	7	78
TN264.20.1.2	TN264	20	1	2	7	78
TN270.20.1.1	TN270	20	1	1	7	78
TN270.20.1.2	TN270	20	1	2	7	78
TN279.20.1.1	TN279	20	1	1	7	78
TN279.20.1.2	TN279	20	1	2	7	78
TN280.20.1.1	TN280	20	1	1	7	78
TN280.20.1.2	TN280	20	1	2	7	78
TN380.20.1.1	TN380	20	1	1	7	64.44
TN380.20.1.2	TN380	20	1	2	7	67.91
TN4.20.1.1	TN4	20	1	1	7	78
TN4.20.1.2	TN4	20	1	2	7	78
TN501.20.1.1	TN501	20	1	1	7	78
TN501.20.1.2	TN501	20	1	2	7	78
TN550.20.1.1	TN550	20	1	1	7	78
TN550.20.1.2	TN550	20	1	2	7	78
W12-6.20.1.1	W12-6	20	1	1	7	78
W12-6.20.1.2	W12-6	20	1	2	7	78
W23.20.1.1	W23	20	1	1	7	78
W23.20.1.2	W23	20	1	2	7	78
W3-5.20.1.1	W3-5	20	1	1	7	78
W3-5.20.1.2	W3-5	20	1	2	7	78
Dm13.20.2.1	Dm13	20	2	1	7	78
Dm13.20.2.2	Dm13	20	2	2	7	78
Et12.20.2.1	Et12	20	2	1	7	78
Et12.20.2.2	Et12	20	2	2	7	78
Et14.20.2.1	Et14	20	2	1	7	78
Et14.20.2.2	Et14	20	2	2	7	78
Et17.20.2.1	Et17	20	2	1	7	78
Et17.20.2.2	Et17	20	2	2	7	78
Et18.20.2.1	Et18	20	2	1	7	78
Et18.20.2.2	Et18	20	2	2	7	78
IN12-4.20.2.1	IN12-4	20	2	1	7	78
IN12-4.20.2.2	IN12-4	20	2	2	7	78
IN12-8-3.20.2.1	IN12-8-3	20	2	1	7	78
IN12-8-3.20.2.2	IN12-8-3	20	2	2	7	78
IN12-9-4.20.2.1	IN12-9-4	20	2	1	7	78
IN12-9-4.20.2.2	IN12-9-4	20	2	2	7	78
IN12-9-6.20.2.1	IN12-9-6	20	2	1	7	78
IN12-9-6.20.2.2	IN12-9-6	20	2	2	7	78
IN12-PO-3.20.2.1	IN12-PO-3	20	2	1	7	78
IN12-PO-3.20.2.2	IN12-PO-3	20	2	2	7	78
Md10.20.2.1	Md10	20	2	1	7	78
Md10.20.2.2	Md10	20	2	2	7	78
Md3.20.2.1	Md3	20	2	1	7	78
Md3.20.2.2	Md3	20	2	2	7	78
Md5.20.2.1	Md5	20	2	1	7	78
Md5.20.2.2	Md5	20	2	2	7	78
Md6.20.2.1	Md6	20	2	1	7	78
Md6.20.2.2	Md6	20	2	2	7	78
Md7.20.2.1	Md7	20	2	1	7	78
Md7.20.2.2	Md7	20	2	2	7	78
MP144.20.2.1	MP144	20	2	1	7	78
MP144.20.2.2	MP144	20	2	2	7	78
MP220.20.2.1	MP220	20	2	1	7	78
MP220.20.2.2	MP220	20	2	2	7	78
MP223.20.2.1	MP223	20	2	1	7	74.18
MP223.20.2.2	MP223	20	2	2	7	71.63
MP249.20.2.1	MP249	20	2	1	7	78
MP249.20.2.2	MP249	20	2	2	7	78
MP250.20.2.1	MP250	20	2	1	7	78
MP250.20.2.2	MP250	20	2	2	7	78
MP258.20.2.1	MP258	20	2	1	7	78
MP258.20.2.2	MP258	20	2	2	7	78
TN262.20.2.1	TN262	20	2	1	7	78
TN262.20.2.2	TN262	20	2	2	7	78
TN264.20.2.1	TN264	20	2	1	7	78
TN264.20.2.2	TN264	20	2	2	7	78
TN270.20.2.1	TN270	20	2	1	7	78
TN270.20.2.2	TN270	20	2	2	7	78
TN279.20.2.1	TN279	20	2	1	7	78
TN279.20.2.2	TN279	20	2	2	7	78
TN280.20.2.1	TN280	20	2	1	7	78
TN280.20.2.2	TN280	20	2	2	7	78
TN380.20.2.1	TN380	20	2	1	7	76.44
TN380.20.2.2	TN380	20	2	2	7	77.61
TN4.20.2.1	TN4	20	2	1	7	78
TN4.20.2.2	TN4	20	2	2	7	78
TN501.20.2.1	TN501	20	2	1	7	78
TN501.20.2.2	TN501	20	2	2	7	78
TN550.20.2.1	TN550	20	2	1	7	78
TN550.20.2.2	TN550	20	2	2	7	78
W12-6.20.2.1	W12-6	20	2	1	7	78
W12-6.20.2.2	W12-6	20	2	2	7	78
W23.20.2.1	W23	20	2	1	7	78
W23.20.2.2	W23	20	2	2	7	78
W3-5.20.2.1	W3-5	20	2	1	7	78
W3-5.20.2.2	W3-5	20	2	2	7	78
Dm13.25.1.1	Dm13	25	1	1	7	78
Dm13.25.1.2	Dm13	25	1	2	7	78
Et12.25.1.1	Et12	25	1	1	7	78
Et12.25.1.2	Et12	25	1	2	7	78
Et14.25.1.1	Et14	25	1	1	7	78
Et14.25.1.2	Et14	25	1	2	7	78
Et17.25.1.1	Et17	25	1	1	7	78
Et17.25.1.2	Et17	25	1	2	7	78
Et18.25.1.1	Et18	25	1	1	7	78
Et18.25.1.2	Et18	25	1	2	7	78
IN12-4.25.1.1	IN12-4	25	1	1	7	78
IN12-4.25.1.2	IN12-4	25	1	2	7	78
IN12-8-3.25.1.1	IN12-8-3	25	1	1	7	78
IN12-8-3.25.1.2	IN12-8-3	25	1	2	7	78
IN12-9-4.25.1.1	IN12-9-4	25	1	1	7	78
IN12-9-4.25.1.2	IN12-9-4	25	1	2	7	78
IN12-9-6.25.1.1	IN12-9-6	25	1	1	7	78
IN12-9-6.25.1.2	IN12-9-6	25	1	2	7	78
IN12-PO-3.25.1.1	IN12-PO-3	25	1	1	7	78
IN12-PO-3.25.1.2	IN12-PO-3	25	1	2	7	78
Md10.25.1.1	Md10	25	1	1	7	78
Md10.25.1.2	Md10	25	1	2	7	78
Md3.25.1.1	Md3	25	1	1	7	78
Md3.25.1.2	Md3	25	1	2	7	78
Md5.25.1.1	Md5	25	1	1	7	78
Md5.25.1.2	Md5	25	1	2	7	78
Md6.25.1.1	Md6	25	1	1	7	78
Md6.25.1.2	Md6	25	1	2	7	78
Md7.25.1.1	Md7	25	1	1	7	78
Md7.25.1.2	Md7	25	1	2	7	78
MP144.25.1.1	MP144	25	1	1	7	78
MP144.25.1.2	MP144	25	1	2	7	78
MP220.25.1.1	MP220	25	1	1	7	78
MP220.25.1.2	MP220	25	1	2	7	78
MP223.25.1.1	MP223	25	1	1	7	78
MP223.25.1.2	MP223	25	1	2	7	78
MP249.25.1.1	MP249	25	1	1	7	78
MP249.25.1.2	MP249	25	1	2	7	78
MP250.25.1.1	MP250	25	1	1	7	78
MP250.25.1.2	MP250	25	1	2	7	78
MP258.25.1.1	MP258	25	1	1	7	78
MP258.25.1.2	MP258	25	1	2	7	78
TN262.25.1.1	TN262	25	1	1	7	78
TN262.25.1.2	TN262	25	1	2	7	78
TN264.25.1.1	TN264	25	1	1	7	78
TN264.25.1.2	TN264	25	1	2	7	78
TN270.25.1.1	TN270	25	1	1	7	78
TN270.25.1.2	TN270	25	1	2	7	78
TN279.25.1.1	TN279	25	1	1	7	78
TN279.25.1.2	TN279	25	1	2	7	78
TN280.25.1.1	TN280	25	1	1	7	78
TN280.25.1.2	TN280	25	1	2	7	78
TN380.25.1.1	TN380	25	1	1	7	71.64
TN380.25.1.2	TN380	25	1	2	7	71.02
TN4.25.1.1	TN4	25	1	1	7	78
TN4.25.1.2	TN4	25	1	2	7	78
TN501.25.1.1	TN501	25	1	1	7	78
TN501.25.1.2	TN501	25	1	2	7	78
TN550.25.1.1	TN550	25	1	1	7	78
TN550.25.1.2	TN550	25	1	2	7	78
W12-6.25.1.1	W12-6	25	1	1	7	78
W12-6.25.1.2	W12-6	25	1	2	7	78
W23.25.1.1	W23	25	1	1	7	78
W23.25.1.2	W23	25	1	2	7	78
W3-5.25.1.1	W3-5	25	1	1	7	78
W3-5.25.1.2	W3-5	25	1	2	7	78
Dm13.25.2.1	Dm13	25	2	1	7	78
Dm13.25.2.2	Dm13	25	2	2	7	78
Et12.25.2.1	Et12	25	2	1	7	78
Et12.25.2.2	Et12	25	2	2	7	78
Et14.25.2.1	Et14	25	2	1	7	78
Et14.25.2.2	Et14	25	2	2	7	78
Et17.25.2.1	Et17	25	2	1	7	78
Et17.25.2.2	Et17	25	2	2	7	78
Et18.25.2.1	Et18	25	2	1	7	78
Et18.25.2.2	Et18	25	2	2	7	78
IN12-4.25.2.1	IN12-4	25	2	1	7	78
IN12-4.25.2.2	IN12-4	25	2	2	7	78
IN12-8-3.25.2.1	IN12-8-3	25	2	1	7	78
IN12-8-3.25.2.2	IN12-8-3	25	2	2	7	78
IN12-9-4.25.2.1	IN12-9-4	25	2	1	7	78
IN12-9-4.25.2.2	IN12-9-4	25	2	2	7	78
IN12-9-6.25.2.1	IN12-9-6	25	2	1	7	78
IN12-9-6.25.2.2	IN12-9-6	25	2	2	7	78
IN12-PO-3.25.2.1	IN12-PO-3	25	2	1	7	78
IN12-PO-3.25.2.2	IN12-PO-3	25	2	2	7	78
Md10.25.2.1	Md10	25	2	1	7	78
Md10.25.2.2	Md10	25	2	2	7	78
Md3.25.2.1	Md3	25	2	1	7	78
Md3.25.2.2	Md3	25	2	2	7	78
Md5.25.2.1	Md5	25	2	1	7	78
Md5.25.2.2	Md5	25	2	2	7	78
Md6.25.2.1	Md6	25	2	1	7	78
Md6.25.2.2	Md6	25	2	2	7	78
Md7.25.2.1	Md7	25	2	1	7	78
Md7.25.2.2	Md7	25	2	2	7	78
MP144.25.2.1	MP144	25	2	1	7	78
MP144.25.2.2	MP144	25	2	2	7	78
MP220.25.2.1	MP220	25	2	1	7	78
MP220.25.2.2	MP220	25	2	2	7	78
MP223.25.2.1	MP223	25	2	1	7	78
MP223.25.2.2	MP223	25	2	2	7	78
MP249.25.2.1	MP249	25	2	1	7	78
MP249.25.2.2	MP249	25	2	2	7	78
MP250.25.2.1	MP250	25	2	1	7	78
MP250.25.2.2	MP250	25	2	2	7	78
MP258.25.2.1	MP258	25	2	1	7	78
MP258.25.2.2	MP258	25	2	2	7	78
TN262.25.2.1	TN262	25	2	1	7	78
TN262.25.2.2	TN262	25	2	2	7	78
TN264.25.2.1	TN264	25	2	1	7	78
TN264.25.2.2	TN264	25	2	2	7	78
TN270.25.2.1	TN270	25	2	1	7	78
TN270.25.2.2	TN270	25	2	2	7	78
TN279.25.2.1	TN279	25	2	1	7	78
TN279.25.2.2	TN279	25	2	2	7	78
TN280.25.2.1	TN280	25	2	1	7	78
TN280.25.2.2	TN280	25	2	2	7	78
TN380.25.2.1	TN380	25	2	1	7	65.35
TN380.25.2.2	TN380	25	2	2	7	61.98
TN4.25.2.1	TN4	25	2	1	7	78
TN4.25.2.2	TN4	25	2	2	7	78
TN501.25.2.1	TN501	25	2	1	7	78
TN501.25.2.2	TN501	25	2	2	7	78
TN550.25.2.1	TN550	25	2	1	7	78
TN550.25.2.2	TN550	25	2	2	7	78
W12-6.25.2.1	W12-6	25	2	1	7	78
W12-6.25.2.2	W12-6	25	2	2	7	78
W23.25.2.1	W23	25	2	1	7	78
W23.25.2.2	W23	25	2	2	7	78
W3-5.25.2.1	W3-5	25	2	1	7	78
W3-5.25.2.2	W3-5	25	2	2	7	78
Dm13.30.1.1	Dm13	30	1	1	7	78
Dm13.30.1.2	Dm13	30	1	2	7	78
Et12.30.1.1	Et12	30	1	1	7	78
Et12.30.1.2	Et12	30	1	2	7	78
Et14.30.1.1	Et14	30	1	1	7	78
Et14.30.1.2	Et14	30	1	2	7	78
Et17.30.1.1	Et17	30	1	1	7	78
Et17.30.1.2	Et17	30	1	2	7	78
Et18.30.1.1	Et18	30	1	1	7	78
Et18.30.1.2	Et18	30	1	2	7	78
IN12-4.30.1.1	IN12-4	30	1	1	7	78
IN12-4.30.1.2	IN12-4	30	1	2	7	78
IN12-8-3.30.1.1	IN12-8-3	30	1	1	7	78
IN12-8-3.30.1.2	IN12-8-3	30	1	2	7	78
IN12-9-4.30.1.1	IN12-9-4	30	1	1	7	78
IN12-9-4.30.1.2	IN12-9-4	30	1	2	7	78
IN12-9-6.30.1.1	IN12-9-6	30	1	1	7	78
IN12-9-6.30.1.2	IN12-9-6	30	1	2	7	78
IN12-PO-3.30.1.1	IN12-PO-3	30	1	1	7	78
IN12-PO-3.30.1.2	IN12-PO-3	30	1	2	7	78
Md10.30.1.1	Md10	30	1	1	7	78
Md10.30.1.2	Md10	30	1	2	7	78
Md3.30.1.1	Md3	30	1	1	7	78
Md3.30.1.2	Md3	30	1	2	7	78
Md5.30.1.1	Md5	30	1	1	7	78
Md5.30.1.2	Md5	30	1	2	7	78
Md6.30.1.1	Md6	30	1	1	7	78
Md6.30.1.2	Md6	30	1	2	7	78
Md7.30.1.1	Md7	30	1	1	7	78
Md7.30.1.2	Md7	30	1	2	7	78
MP144.30.1.1	MP144	30	1	1	7	78
MP144.30.1.2	MP144	30	1	2	7	78
MP220.30.1.1	MP220	30	1	1	7	78
MP220.30.1.2	MP220	30	1	2	7	78
MP223.30.1.1	MP223	30	1	1	7	78
MP223.30.1.2	MP223	30	1	2	7	78
MP249.30.1.1	MP249	30	1	1	7	78
MP249.30.1.2	MP249	30	1	2	7	78
MP250.30.1.1	MP250	30	1	1	7	78
MP250.30.1.2	MP250	30	1	2	7	78
MP258.30.1.1	MP258	30	1	1	7	78
MP258.30.1.2	MP258	30	1	2	7	78
TN262.30.1.1	TN262	30	1	1	7	78
TN262.30.1.2	TN262	30	1	2	7	78
TN264.30.1.1	TN264	30	1	1	7	78
TN264.30.1.2	TN264	30	1	2	7	78
TN270.30.1.1	TN270	30	1	1	7	78
TN270.30.1.2	TN270	30	1	2	7	78
TN279.30.1.1	TN279	30	1	1	7	78
TN279.30.1.2	TN279	30	1	2	7	78
TN280.30.1.1	TN280	30	1	1	7	78
TN280.30.1.2	TN280	30	1	2	7	78
TN380.30.1.1	TN380	30	1	1	7	78
TN380.30.1.2	TN380	30	1	2	7	78
TN4.30.1.1	TN4	30	1	1	7	78
TN4.30.1.2	TN4	30	1	2	7	78
TN501.30.1.1	TN501	30	1	1	7	78
TN501.30.1.2	TN501	30	1	2	7	78
TN550.30.1.1	TN550	30	1	1	7	78
TN550.30.1.2	TN550	30	1	2	7	78
W12-6.30.1.1	W12-6	30	1	1	7	78
W12-6.30.1.2	W12-6	30	1	2	7	78
W23.30.1.1	W23	30	1	1	7	78
W23.30.1.2	W23	30	1	2	7	78
W3-5.30.1.1	W3-5	30	1	1	7	78
W3-5.30.1.2	W3-5	30	1	2	7	78
Dm13.30.2.1	Dm13	30	2	1	7	78
Dm13.30.2.2	Dm13	30	2	2	7	78
Et12.30.2.1	Et12	30	2	1	7	78
Et12.30.2.2	Et12	30	2	2	7	78
Et14.30.2.1	Et14	30	2	1	7	78
Et14.30.2.2	Et14	30	2	2	7	78
Et17.30.2.1	Et17	30	2	1	7	78
Et17.30.2.2	Et17	30	2	2	7	78
Et18.30.2.1	Et18	30	2	1	7	78
Et18.30.2.2	Et18	30	2	2	7	78
IN12-4.30.2.1	IN12-4	30	2	1	7	78
IN12-4.30.2.2	IN12-4	30	2	2	7	78
IN12-8-3.30.2.1	IN12-8-3	30	2	1	7	78
IN12-8-3.30.2.2	IN12-8-3	30	2	2	7	78
IN12-9-4.30.2.1	IN12-9-4	30	2	1	7	78
IN12-9-4.30.2.2	IN12-9-4	30	2	2	7	78
IN12-9-6.30.2.1	IN12-9-6	30	2	1	7	78
IN12-9-6.30.2.2	IN12-9-6	30	2	2	7	78
IN12-PO-3.30.2.1	IN12-PO-3	30	2	1	7	78
IN12-PO-3.30.2.2	IN12-PO-3	30	2	2	7	78
Md10.30.2.1	Md10	30	2	1	7	78
Md10.30.2.2	Md10	30	2	2	7	78
Md3.30.2.1	Md3	30	2	1	7	78
Md3.30.2.2	Md3	30	2	2	7	78
Md5.30.2.1	Md5	30	2	1	7	78
Md5.30.2.2	Md5	30	2	2	7	78
Md6.30.2.1	Md6	30	2	1	7	78
Md6.30.2.2	Md6	30	2	2	7	78
Md7.30.2.1	Md7	30	2	1	7	78
Md7.30.2.2	Md7	30	2	2	7	78
MP144.30.2.1	MP144	30	2	1	7	78
MP144.30.2.2	MP144	30	2	2	7	78
MP220.30.2.1	MP220	30	2	1	7	78
MP220.30.2.2	MP220	30	2	2	7	78
MP223.30.2.1	MP223	30	2	1	7	78
MP223.30.2.2	MP223	30	2	2	7	78
MP249.30.2.1	MP249	30	2	1	7	78
MP249.30.2.2	MP249	30	2	2	7	78
MP250.30.2.1	MP250	30	2	1	7	78
MP250.30.2.2	MP250	30	2	2	7	78
MP258.30.2.1	MP258	30	2	1	7	78
MP258.30.2.2	MP258	30	2	2	7	78
TN262.30.2.1	TN262	30	2	1	7	78
TN262.30.2.2	TN262	30	2	2	7	78
TN264.30.2.1	TN264	30	2	1	7	78
TN264.30.2.2	TN264	30	2	2	7	78
TN270.30.2.1	TN270	30	2	1	7	78
TN270.30.2.2	TN270	30	2	2	7	78
TN279.30.2.1	TN279	30	2	1	7	78
TN279.30.2.2	TN279	30	2	2	7	78
TN280.30.2.1	TN280	30	2	1	7	78
TN280.30.2.2	TN280	30	2	2	7	78
TN380.30.2.1	TN380	30	2	1	7	78
TN380.30.2.2	TN380	30	2	2	7	78
TN4.30.2.1	TN4	30	2	1	7	78
TN4.30.2.2	TN4	30	2	2	7	78
TN501.30.2.1	TN501	30	2	1	7	55.18
TN501.30.2.2	TN501	30	2	2	7	56.1
TN550.30.2.1	TN550	30	2	1	7	78
TN550.30.2.2	TN550	30	2	2	7	78
W12-6.30.2.1	W12-6	30	2	1	7	78
W12-6.30.2.2	W12-6	30	2	2	7	78
W23.30.2.1	W23	30	2	1	7	78
W23.30.2.2	W23	30	2	2	7	78
W3-5.30.2.1	W3-5	30	2	1	7	78
