code,isolate,temp_C,replicate,axis,hpi,hpi_corr,col_diam_mm_corr,region
MP249.25.2.1,MP249,25,2,1,91,94.5,78,south
MP249.25.2.2,MP249,25,2,2,91,94.5,78,south
MP250.25.2.1,MP250,25,2,1,91,94.25,78,south
MP250.25.2.2,MP250,25,2,2,91,94.25,78,south
MP258.25.2.1,MP258,25,2,1,91,94,78,south
MP258.25.2.2,MP258,25,2,2,91,94,78,south
TN262.25.2.1,TN262,25,2,1,91,93.75,78,south
TN262.25.2.2,TN262,25,2,2,91,93.75,78,south
TN264.25.2.1,TN264,25,2,1,91,93.5,78,south
TN264.25.2.2,TN264,25,2,2,91,93.5,78,south
TN270.25.2.1,TN270,25,2,1,91,93.25,78,south
TN270.25.2.2,TN270,25,2,2,91,93.25,78,south
TN279.25.2.1,TN279,25,2,1,91,93,78,south
TN279.25.2.2,TN279,25,2,2,91,93,78,south
TN280.25.2.1,TN280,25,2,1,91,92.75,78,south
TN280.25.2.2,TN280,25,2,2,91,92.75,78,south
TN380.25.2.1,TN380,25,2,1,91,92.5,51.15,south
TN380.25.2.2,TN380,25,2,2,91,92.5,49.41,south
TN4.25.2.1,TN4,25,2,1,91,91,78,south
TN4.25.2.2,TN4,25,2,2,91,91,78,south
TN501.25.2.1,TN501,25,2,1,91,92.25,66.21,south
TN501.25.2.2,TN501,25,2,2,91,92.25,64.42,south
TN550.25.2.1,TN550,25,2,1,91,92,78,south
TN550.25.2.2,TN550,25,2,2,91,92,78,south
W12-6.25.2.1,W12-6,25,2,1,91,91.75,78,north
W12-6.25.2.2,W12-6,25,2,2,91,91.75,78,north
W23.25.2.1,W23,25,2,1,91,91.5,78,north
W23.25.2.2,W23,25,2,2,91,91.5,78,north
W3-5.25.2.1,W3-5,25,2,1,91,91.25,78,north
W3-5.25.2.2,W3-5,25,2,2,91,91.25,78,north
Dm13.30.1.1,Dm13,30,1,1,90,98,78,north
Dm13.30.1.2,Dm13,30,1,2,90,98,78,north
Et12.30.1.1,Et12,30,1,1,90,97.75,78,north
Et12.30.1.2,Et12,30,1,2,90,97.75,78,north
Et14.30.1.1,Et14,30,1,1,90,97.5,78,north
Et14.30.1.2,Et14,30,1,2,90,97.5,78,north
Et17.30.1.1,Et17,30,1,1,90,97.25,78,north
Et17.30.1.2,Et17,30,1,2,90,97.25,78,north
Et18.30.1.1,Et18,30,1,1,90,97,78,north
Et18.30.1.2,Et18,30,1,2,90,97,78,north
IN12-4.30.1.1,IN12-4,30,1,1,90,96.75,78,north
IN12-4.30.1.2,IN12-4,30,1,2,90,96.75,78,north
IN12-8-3.30.1.1,IN12-8-3,30,1,1,90,96.5,78,north
IN12-8-3.30.1.2,IN12-8-3,30,1,2,90,96.5,78,north
IN12-9-4.30.1.1,IN12-9-4,30,1,1,90,96.25,78,north
IN12-9-4.30.1.2,IN12-9-4,30,1,2,90,96.25,78,north
IN12-9-6.30.1.1,IN12-9-6,30,1,1,90,96,78,north
IN12-9-6.30.1.2,IN12-9-6,30,1,2,90,96,78,north
IN12-PO-3.30.1.1,IN12-PO-3,30,1,1,90,95.75,78,north
IN12-PO-3.30.1.2,IN12-PO-3,30,1,2,90,95.75,78,north
Md10.30.1.1,Md10,30,1,1,90,95.5,78,north
Md10.30.1.2,Md10,30,1,2,90,95.5,78,north
Md3.30.1.1,Md3,30,1,1,90,95.25,78,north
Md3.30.1.2,Md3,30,1,2,90,95.25,78,north
Md5.30.1.1,Md5,30,1,1,90,95,78,north
Md5.30.1.2,Md5,30,1,2,90,95,78,north
Md6.30.1.1,Md6,30,1,1,90,94.75,78,north
Md6.30.1.2,Md6,30,1,2,90,94.75,78,north
Md7.30.1.1,Md7,30,1,1,90,94.5,78,north
Md7.30.1.2,Md7,30,1,2,90,94.5,78,north
MP144.30.1.1,MP144,30,1,1,90,94.25,78,south
MP144.30.1.2,MP144,30,1,2,90,94.25,78,south
MP220.30.1.1,MP220,30,1,1,90,94,78,south
MP220.30.1.2,MP220,30,1,2,90,94,78,south
MP223.30.1.1,MP223,30,1,1,90,93.75,78,south
MP223.30.1.2,MP223,30,1,2,90,93.75,78,south
MP249.30.1.1,MP249,30,1,1,90,93.5,78,south
MP249.30.1.2,MP249,30,1,2,90,93.5,78,south
MP250.30.1.1,MP250,30,1,1,90,93.25,78,south
MP250.30.1.2,MP250,30,1,2,90,93.25,78,south
MP258.30.1.1,MP258,30,1,1,90,93,78,south
MP258.30.1.2,MP258,30,1,2,90,93,78,south
TN262.30.1.1,TN262,30,1,1,90,92.75,78,south
TN262.30.1.2,TN262,30,1,2,90,92.75,78,south
TN264.30.1.1,TN264,30,1,1,90,92.5,78,south
TN264.30.1.2,TN264,30,1,2,90,92.5,78,south
TN270.30.1.1,TN270,30,1,1,90,92.25,78,south
TN270.30.1.2,TN270,30,1,2,90,92.25,78,south
TN279.30.1.1,TN279,30,1,1,90,92,78,south
TN279.30.1.2,TN279,30,1,2,90,92,78,south
TN280.30.1.1,TN280,30,1,1,90,91.75,78,south
TN280.30.1.2,TN280,30,1,2,90,91.75,78,south
TN380.30.1.1,TN380,30,1,1,90,91.5,68.52,south
TN380.30.1.2,TN380,30,1,2,90,91.5,69.23,south
TN4.30.1.1,TN4,30,1,1,90,90,78,south
TN4.30.1.2,TN4,30,1,2,90,90,78,south
TN501.30.1.1,TN501,30,1,1,90,91.25,71.17,south
TN501.30.1.2,TN501,30,1,2,90,91.25,72.18,south
TN550.30.1.1,TN550,30,1,1,90,91,78,south
TN550.30.1.2,TN550,30,1,2,90,91,78,south
W12-6.30.1.1,W12-6,30,1,1,90,90.75,78,north
W12-6.30.1.2,W12-6,30,1,2,90,90.75,78,north
W23.30.1.1,W23,30,1,1,90,90.5,78,north
W23.30.1.2,W23,30,1,2,90,90.5,78,north
W3-5.30.1.1,W3-5,30,1,1,90,90.25,78,north
W3-5.30.1.2,W3-5,30,1,2,90,90.25,78,north
Dm13.30.2.1,Dm13,30,2,1,90,98,78,north
Dm13.30.2.2,Dm13,30,2,2,90,98,78,north
Et12.30.2.1,Et12,30,2,1,90,97.75,78,north
Et12.30.2.2,Et12,30,2,2,90,97.75,78,north
Et14.30.2.1,Et14,30,2,1,90,97.5,78,north
Et14.30.2.2,Et14,30,2,2,90,97.5,78,north
Et17.30.2.1,Et17,30,2,1,90,97.25,78,north
Et17.30.2.2,Et17,30,2,2,90,97.25,78,north
Et18.30.2.1,Et18,30,2,1,90,97,78,north
Et18.30.2.2,Et18,30,2,2,90,97,78,north
IN12-4.30.2.1,IN12-4,30,2,1,90,96.75,78,north
IN12-4.30.2.2,IN12-4,30,2,2,90,96.75,78,north
IN12-8-3.30.2.1,IN12-8-3,30,2,1,90,96.5,78,north
IN12-8-3.30.2.2,IN12-8-3,30,2,2,90,96.5,78,north
IN12-9-4.30.2.1,IN12-9-4,30,2,1,90,96.25,78,north
IN12-9-4.30.2.2,IN12-9-4,30,2,2,90,96.25,78,north
IN12-9-6.30.2.1,IN12-9-6,30,2,1,90,96,78,north
IN12-9-6.30.2.2,IN12-9-6,30,2,2,90,96,78,north
IN12-PO-3.30.2.1,IN12-PO-3,30,2,1,90,95.75,78,north
IN12-PO-3.30.2.2,IN12-PO-3,30,2,2,90,95.75,78,north
Md10.30.2.1,Md10,30,2,1,90,95.5,78,north
Md10.30.2.2,Md10,30,2,2,90,95.5,78,north
Md3.30.2.1,Md3,30,2,1,90,95.25,78,north
Md3.30.2.2,Md3,30,2,2,90,95.25,78,north
Md5.30.2.1,Md5,30,2,1,90,95,78,north
Md5.30.2.2,Md5,30,2,2,90,95,78,north
Md6.30.2.1,Md6,30,2,1,90,94.75,78,north
Md6.30.2.2,Md6,30,2,2,90,94.75,78,north
Md7.30.2.1,Md7,30,2,1,90,94.5,78,north
Md7.30.2.2,Md7,30,2,2,90,94.5,78,north
MP144.30.2.1,MP144,30,2,1,90,94.25,78,south
MP144.30.2.2,MP144,30,2,2,90,94.25,78,south
MP220.30.2.1,MP220,30,2,1,90,94,78,south
MP220.30.2.2,MP220,30,2,2,90,94,78,south
MP223.30.2.1,MP223,30,2,1,90,93.75,78,south
MP223.30.2.2,MP223,30,2,2,90,93.75,78,south
MP249.30.2.1,MP249,30,2,1,90,93.5,78,south
MP249.30.2.2,MP249,30,2,2,90,93.5,78,south
MP250.30.2.1,MP250,30,2,1,90,93.25,78,south
MP250.30.2.2,MP250,30,2,2,90,93.25,78,south
MP258.30.2.1,MP258,30,2,1,90,93,78,south
MP258.30.2.2,MP258,30,2,2,90,93,78,south
TN262.30.2.1,TN262,30,2,1,90,92.75,78,south
TN262.30.2.2,TN262,30,2,2,90,92.75,78,south
TN264.30.2.1,TN264,30,2,1,90,92.5,78,south
TN264.30.2.2,TN264,30,2,2,90,92.5,78,south
TN270.30.2.1,TN270,30,2,1,90,92.25,78,south
TN270.30.2.2,TN270,30,2,2,90,92.25,78,south
TN279.30.2.1,TN279,30,2,1,90,92,78,south
TN279.30.2.2,TN279,30,2,2,90,92,78,south
TN280.30.2.1,TN280,30,2,1,90,91.75,78,south
TN280.30.2.2,TN280,30,2,2,90,91.75,78,south
TN380.30.2.1,TN380,30,2,1,90,91.5,67.53,south
TN380.30.2.2,TN380,30,2,2,90,91.5,68.51,south
TN4.30.2.1,TN4,30,2,1,90,90,78,south
TN4.30.2.2,TN4,30,2,2,90,90,78,south
TN501.30.2.1,TN501,30,2,1,90,91.25,33.61,south
TN501.30.2.2,TN501,30,2,2,90,91.25,34.02,south
TN550.30.2.1,TN550,30,2,1,90,91,78,south
TN550.30.2.2,TN550,30,2,2,90,91,78,south
W12-6.30.2.1,W12-6,30,2,1,90,90.75,78,north
W12-6.30.2.2,W12-6,30,2,2,90,90.75,78,north
W23.30.2.1,W23,30,2,1,90,90.5,78,north
W23.30.2.2,W23,30,2,2,90,90.5,78,north
W3-5.30.2.1,W3-5,30,2,1,90,90.25,78,north
W3-5.30.2.2,W3-5,30,2,2,90,90.25,78,north
Dm13.35.1.1,Dm13,35,1,1,90,98,78,north
Dm13.35.1.2,Dm13,35,1,2,90,98,78,north
Et12.35.1.1,Et12,35,1,1,90,97.75,78,north
Et12.35.1.2,Et12,35,1,2,90,97.75,78,north
Et14.35.1.1,Et14,35,1,1,90,97.5,78,north
Et14.35.1.2,Et14,35,1,2,90,97.5,78,north
Et17.35.1.1,Et17,35,1,1,90,97.25,78,north
Et17.35.1.2,Et17,35,1,2,90,97.25,78,north
Et18.35.1.1,Et18,35,1,1,90,97,78,north
Et18.35.1.2,Et18,35,1,2,90,97,78,north
IN12-4.35.1.1,IN12-4,35,1,1,90,96.75,78,north
IN12-4.35.1.2,IN12-4,35,1,2,90,96.75,78,north
IN12-8-3.35.1.1,IN12-8-3,35,1,1,90,96.5,78,north
IN12-8-3.35.1.2,IN12-8-3,35,1,2,90,96.5,78,north
IN12-9-4.35.1.1,IN12-9-4,35,1,1,90,96.25,78,north
IN12-9-4.35.1.2,IN12-9-4,35,1,2,90,96.25,78,north
IN12-9-6.35.1.1,IN12-9-6,35,1,1,90,96,78,north
IN12-9-6.35.1.2,IN12-9-6,35,1,2,90,96,78,north
IN12-PO-3.35.1.1,IN12-PO-3,35,1,1,90,95.75,78,north
IN12-PO-3.35.1.2,IN12-PO-3,35,1,2,90,95.75,78,north
Md10.35.1.1,Md10,35,1,1,90,95.5,78,north
Md10.35.1.2,Md10,35,1,2,90,95.5,78,north
Md3.35.1.1,Md3,35,1,1,90,95.25,78,north
Md3.35.1.2,Md3,35,1,2,90,95.25,78,north
Md5.35.1.1,Md5,35,1,1,90,95,78,north
Md5.35.1.2,Md5,35,1,2,90,95,78,north
Md6.35.1.1,Md6,35,1,1,90,94.75,78,north
Md6.35.1.2,Md6,35,1,2,90,94.75,78,north
Md7.35.1.1,Md7,35,1,1,90,94.5,78,north
Md7.35.1.2,Md7,35,1,2,90,94.5,78,north
MP144.35.1.1,MP144,35,1,1,90,94.25,78,south
MP144.35.1.2,MP144,35,1,2,90,94.25,78,south
MP220.35.1.1,MP220,35,1,1,90,94,78,south
MP220.35.1.2,MP220,35,1,2,90,94,78,south
MP223.35.1.1,MP223,35,1,1,90,93.75,78,south
MP223.35.1.2,MP223,35,1,2,90,93.75,78,south
MP249.35.1.1,MP249,35,1,1,90,93.5,78,south
MP249.35.1.2,MP249,35,1,2,90,93.5,78,south
MP250.35.1.1,MP250,35,1,1,90,93.25,78,south
MP250.35.1.2,MP250,35,1,2,90,93.25,78,south
MP258.35.1.1,MP258,35,1,1,90,93,78,south
MP258.35.1.2,MP258,35,1,2,90,93,78,south
TN262.35.1.1,TN262,35,1,1,90,92.75,78,south
TN262.35.1.2,TN262,35,1,2,90,92.75,78,south
TN264.35.1.1,TN264,35,1,1,90,92.5,78,south
TN264.35.1.2,TN264,35,1,2,90,92.5,78,south
TN270.35.1.1,TN270,35,1,1,90,92.25,78,south
TN270.35.1.2,TN270,35,1,2,90,92.25,78,south
TN279.35.1.1,TN279,35,1,1,90,92,78,south
TN279.35.1.2,TN279,35,1,2,90,92,78,south
TN280.35.1.1,TN280,35,1,1,90,91.75,78,south
TN280.35.1.2,TN280,35,1,2,90,91.75,78,south
TN380.35.1.1,TN380,35,1,1,90,91.5,78,south
TN380.35.1.2,TN380,35,1,2,90,91.5,78,south
TN4.35.1.1,TN4,35,1,1,90,90,78,south
TN4.35.1.2,TN4,35,1,2,90,90,78,south
TN501.35.1.1,TN501,35,1,1,90,91.25,69.95,south
TN501.35.1.2,TN501,35,1,2,90,91.25,69.19,south
TN550.35.1.1,TN550,35,1,1,90,91,78,south
TN550.35.1.2,TN550,35,1,2,90,91,78,south
W12-6.35.1.1,W12-6,35,1,1,90,90.75,78,north
W12-6.35.1.2,W12-6,35,1,2,90,90.75,78,north
W23.35.1.1,W23,35,1,1,90,90.5,78,north
W23.35.1.2,W23,35,1,2,90,90.5,78,north
W3-5.35.1.1,W3-5,35,1,1,90,90.25,78,north
W3-5.35.1.2,W3-5,35,1,2,90,90.25,78,north
Dm13.35.2.1,Dm13,35,2,1,90,98,78,north
Dm13.35.2.2,Dm13,35,2,2,90,98,78,north
Et12.35.2.1,Et12,35,2,1,90,97.75,78,north
Et12.35.2.2,Et12,35,2,2,90,97.75,78,north
Et14.35.2.1,Et14,35,2,1,90,97.5,78,north
Et14.35.2.2,Et14,35,2,2,90,97.5,78,north
Et17.35.2.1,Et17,35,2,1,90,97.25,78,north
Et17.35.2.2,Et17,35,2,2,90,97.25,78,north
Et18.35.2.1,Et18,35,2,1,90,97,78,north
Et18.35.2.2,Et18,35,2,2,90,97,78,north
IN12-4.35.2.1,IN12-4,35,2,1,90,96.75,78,north
IN12-4.35.2.2,IN12-4,35,2,2,90,96.75,78,north
IN12-8-3.35.2.1,IN12-8-3,35,2,1,90,96.5,78,north
IN12-8-3.35.2.2,IN12-8-3,35,2,2,90,96.5,78,north
IN12-9-4.35.2.1,IN12-9-4,35,2,1,90,96.25,78,north
IN12-9-4.35.2.2,IN12-9-4,35,2,2,90,96.25,78,north
IN12-9-6.35.2.1,IN12-9-6,35,2,1,90,96,78,north
IN12-9-6.35.2.2,IN12-9-6,35,2,2,90,96,78,north
IN12-PO-3.35.2.1,IN12-PO-3,35,2,1,90,95.75,78,north
IN12-PO-3.35.2.2,IN12-PO-3,35,2,2,90,95.75,78,north
Md10.35.2.1,Md10,35,2,1,90,95.5,78,north
Md10.35.2.2,Md10,35,2,2,90,95.5,78,north
Md3.35.2.1,Md3,35,2,1,90,95.25,78,north
Md3.35.2.2,Md3,35,2,2,90,95.25,78,north
Md5.35.2.1,Md5,35,2,1,90,95,78,north
Md5.35.2.2,Md5,35,2,2,90,95,78,north
Md6.35.2.1,Md6,35,2,1,90,94.75,78,north
Md6.35.2.2,Md6,35,2,2,90,94.75,78,north
Md7.35.2.1,Md7,35,2,1,90,94.5,78,north
Md7.35.2.2,Md7,35,2,2,90,94.5,78,north
MP144.35.2.1,MP144,35,2,1,90,94.25,78,south
MP144.35.2.2,MP144,35,2,2,90,94.25,78,south
MP220.35.2.1,MP220,35,2,1,90,94,78,south
MP220.35.2.2,MP220,35,2,2,90,94,78,south
MP223.35.2.1,MP223,35,2,1,90,93.75,78,south
MP223.35.2.2,MP223,35,2,2,90,93.75,78,south
MP249.35.2.1,MP249,35,2,1,90,93.5,78,south
MP249.35.2.2,MP249,35,2,2,90,93.5,78,south
MP250.35.2.1,MP250,35,2,1,90,93.25,78,south
MP250.35.2.2,MP250,35,2,2,90,93.25,78,south
MP258.35.2.1,MP258,35,2,1,90,93,78,south
MP258.35.2.2,MP258,35,2,2,90,93,78,south
TN262.35.2.1,TN262,35,2,1,90,92.75,78,south
TN262.35.2.2,TN262,35,2,2,90,92.75,78,south
TN264.35.2.1,TN264,35,2,1,90,92.5,78,south
TN264.35.2.2,TN264,35,2,2,90,92.5,78,south
TN270.35.2.1,TN270,35,2,1,90,92.25,78,south
TN270.35.2.2,TN270,35,2,2,90,92.25,78,south
TN279.35.2.1,TN279,35,2,1,90,92,78,south
TN279.35.2.2,TN279,35,2,2,90,92,78,south
TN280.35.2.1,TN280,35,2,1,90,91.75,78,south
TN280.35.2.2,TN280,35,2,2,90,91.75,78,south
TN380.35.2.1,TN380,35,2,1,90,91.5,78,south
TN380.35.2.2,TN380,35,2,2,90,91.5,78,south
TN4.35.2.1,TN4,35,2,1,90,90,78,south
TN4.35.2.2,TN4,35,2,2,90,90,78,south
TN501.35.2.1,TN501,35,2,1,90,91.25,76.48,south
TN501.35.2.2,TN501,35,2,2,90,91.25,75.19,south
TN550.35.2.1,TN550,35,2,1,90,91,78,south
TN550.35.2.2,TN550,35,2,2,90,91,78,south
W12-6.35.2.1,W12-6,35,2,1,90,90.75,78,north
W12-6.35.2.2,W12-6,35,2,2,90,90.75,78,north
W23.35.2.1,W23,35,2,1,90,90.5,78,north
W23.35.2.2,W23,35,2,2,90,90.5,78,north
W3-5.35.2.1,W3-5,35,2,1,90,90.25,78,north
W3-5.35.2.2,W3-5,35,2,2,90,90.25,78,north
Dm13.40.1.1,Dm13,40,1,1,90,98,55.19,north
Dm13.40.1.2,Dm13,40,1,2,90,98,56.46,north
Et12.40.1.1,Et12,40,1,1,90,97.75,78,north
Et12.40.1.2,Et12,40,1,2,90,97.75,78,north
Et14.40.1.1,Et14,40,1,1,90,97.5,78,north
Et14.40.1.2,Et14,40,1,2,90,97.5,78,north
Et17.40.1.1,Et17,40,1,1,90,97.25,41.47,north
Et17.40.1.2,Et17,40,1,2,90,97.25,41.19,north
Et18.40.1.1,Et18,40,1,1,90,97,78,north
Et18.40.1.2,Et18,40,1,2,90,97,78,north
IN12-4.40.1.1,IN12-4,40,1,1,90,96.75,78,north
IN12-4.40.1.2,IN12-4,40,1,2,90,96.75,78,north
IN12-8-3.40.1.1,IN12-8-3,40,1,1,90,96.5,70.66,north
IN12-8-3.40.1.2,IN12-8-3,40,1,2,90,96.5,69.55,north
IN12-9-4.40.1.1,IN12-9-4,40,1,1,90,96.25,32.94,north
IN12-9-4.40.1.2,IN12-9-4,40,1,2,90,96.25,31.75,north
IN12-9-6.40.1.1,IN12-9-6,40,1,1,90,96,68.78,north
IN12-9-6.40.1.2,IN12-9-6,40,1,2,90,96,68.45,north
IN12-PO-3.40.1.1,IN12-PO-3,40,1,1,90,95.75,43.26,north
IN12-PO-3.40.1.2,IN12-PO-3,40,1,2,90,95.75,43.36,north
Md10.40.1.1,Md10,40,1,1,90,95.5,78,north
Md10.40.1.2,Md10,40,1,2,90,95.5,78,north
Md3.40.1.1,Md3,40,1,1,90,95.25,78,north
Md3.40.1.2,Md3,40,1,2,90,95.25,78,north
Md5.40.1.1,Md5,40,1,1,90,95,39.04,north
Md5.40.1.2,Md5,40,1,2,90,95,37.84,north
Md6.40.1.1,Md6,40,1,1,90,94.75,78,north
Md6.40.1.2,Md6,40,1,2,90,94.75,78,north
Md7.40.1.1,Md7,40,1,1,90,94.5,78,north
Md7.40.1.2,Md7,40,1,2,90,94.5,78,north
MP144.40.1.1,MP144,40,1,1,90,94.25,27.24,south
MP144.40.1.2,MP144,40,1,2,90,94.25,29.63,south
MP220.40.1.1,MP220,40,1,1,90,94,78,south
MP220.40.1.2,MP220,40,1,2,90,94,78,south
MP223.40.1.1,MP223,40,1,1,90,93.75,46.93,south
MP223.40.1.2,MP223,40,1,2,90,93.75,42.53,south
MP249.40.1.1,MP249,40,1,1,90,93.5,57.83,south
MP249.40.1.2,MP249,40,1,2,90,93.5,57.29,south
MP250.40.1.1,MP250,40,1,1,90,93.25,53.76,south
MP250.40.1.2,MP250,40,1,2,90,93.25,54.35,south
MP258.40.1.1,MP258,40,1,1,90,93,54,south
MP258.40.1.2,MP258,40,1,2,90,93,53.75,south
TN262.40.1.1,TN262,40,1,1,90,92.75,61.54,south
TN262.40.1.2,TN262,40,1,2,90,92.75,60.65,south
TN264.40.1.1,TN264,40,1,1,90,92.5,53.63,south
TN264.40.1.2,TN264,40,1,2,90,92.5,52.69,south
TN270.40.1.1,TN270,40,1,1,90,92.25,78,south
TN270.40.1.2,TN270,40,1,2,90,92.25,78,south
TN279.40.1.1,TN279,40,1,1,90,92,78,south
TN279.40.1.2,TN279,40,1,2,90,92,78,south
TN280.40.1.1,TN280,40,1,1,90,91.75,78,south
TN280.40.1.2,TN280,40,1,2,90,91.75,78,south
TN380.40.1.1,TN380,40,1,1,90,91.5,78,south
TN380.40.1.2,TN380,40,1,2,90,91.5,78,south
TN4.40.1.1,TN4,40,1,1,90,90,78,south
TN4.40.1.2,TN4,40,1,2,90,90,78,south
TN501.40.1.1,TN501,40,1,1,90,91.25,45.53,south
TN501.40.1.2,TN501,40,1,2,90,91.25,46.42,south
TN550.40.1.1,TN550,40,1,1,90,91,55.1,south
TN550.40.1.2,TN550,40,1,2,90,91,52.44,south
W12-6.40.1.1,W12-6,40,1,1,90,90.75,31.34,north
W12-6.40.1.2,W12-6,40,1,2,90,90.75,31.16,north
W23.40.1.1,W23,40,1,1,90,90.5,46.1,north
W23.40.1.2,W23,40,1,2,90,90.5,52.26,north
W3-5.40.1.1,W3-5,40,1,1,90,90.25,29.59,north
W3-5.40.1.2,W3-5,40,1,2,90,90.25,29.88,north
Dm13.40.2.1,Dm13,40,2,1,90,98,78,north
Dm13.40.2.2,Dm13,40,2,2,90,98,78,north
Et12.40.2.1,Et12,40,2,1,90,97.75,78,north
Et12.40.2.2,Et12,40,2,2,90,97.75,78,north
Et14.40.2.1,Et14,40,2,1,90,97.5,78,north
Et14.40.2.2,Et14,40,2,2,90,97.5,78,north
Et17.40.2.1,Et17,40,2,1,90,97.25,72.54,north
Et17.40.2.2,Et17,40,2,2,90,97.25,73.94,north
Et18.40.2.1,Et18,40,2,1,90,97,78,north
Et18.40.2.2,Et18,40,2,2,90,97,78,north
IN12-4.40.2.1,IN12-4,40,2,1,90,96.75,78,north
IN12-4.40.2.2,IN12-4,40,2,2,90,96.75,78,north
IN12-8-3.40.2.1,IN12-8-3,40,2,1,90,96.5,78,north
IN12-8-3.40.2.2,IN12-8-3,40,2,2,90,96.5,78,north
IN12-9-4.40.2.1,IN12-9-4,40,2,1,90,96.25,28.15,north
IN12-9-4.40.2.2,IN12-9-4,40,2,2,90,96.25,27.85,north
IN12-9-6.40.2.1,IN12-9-6,40,2,1,90,96,78,north
IN12-9-6.40.2.2,IN12-9-6,40,2,2,90,96,78,north
IN12-PO-3.40.2.1,IN12-PO-3,40,2,1,90,95.75,65.43,north
IN12-PO-3.40.2.2,IN12-PO-3,40,2,2,90,95.75,65.69,north
Md10.40.2.1,Md10,40,2,1,90,95.5,78,north
Md10.40.2.2,Md10,40,2,2,90,95.5,78,north
Md3.40.2.1,Md3,40,2,1,90,95.25,73.5,north
Md3.40.2.2,Md3,40,2,2,90,95.25,78,north
Md5.40.2.1,Md5,40,2,1,90,95,69.85,north
Md5.40.2.2,Md5,40,2,2,90,95,68.21,north
Md6.40.2.1,Md6,40,2,1,90,94.75,78,north
Md6.40.2.2,Md6,40,2,2,90,94.75,78,north
Md7.40.2.1,Md7,40,2,1,90,94.5,78,north
Md7.40.2.2,Md7,40,2,2,90,94.5,78,north
MP144.40.2.1,MP144,40,2,1,90,94.25,20.85,south
MP144.40.2.2,MP144,40,2,2,90,94.25,21.17,south
MP220.40.2.1,MP220,40,2,1,90,94,78,south
MP220.40.2.2,MP220,40,2,2,90,94,78,south
MP223.40.2.1,MP223,40,2,1,90,93.75,27.58,south
MP223.40.2.2,MP223,40,2,2,90,93.75,27.3,south
MP249.40.2.1,MP249,40,2,1,90,93.5,54.31,south
MP249.40.2.2,MP249,40,2,2,90,93.5,53.37,south
MP250.40.2.1,MP250,40,2,1,90,93.25,53.84,south
MP250.40.2.2,MP250,40,2,2,90,93.25,53.06,south
MP258.40.2.1,MP258,40,2,1,90,93,53.83,south
MP258.40.2.2,MP258,40,2,2,90,93,57.21,south
TN262.40.2.1,TN262,40,2,1,90,92.75,78,south
TN262.40.2.2,TN262,40,2,2,90,92.75,78,south
TN264.40.2.1,TN264,40,2,1,90,92.5,48.02,south
TN264.40.2.2,TN264,40,2,2,90,92.5,39.68,south
TN270.40.2.1,TN270,40,2,1,90,92.25,62.99,south
TN270.40.2.2,TN270,40,2,2,90,92.25,63.09,south
TN279.40.2.1,TN279,40,2,1,90,92,78,south
TN279.40.2.2,TN279,40,2,2,90,92,78,south
TN280.40.2.1,TN280,40,2,1,90,91.75,78,south
TN280.40.2.2,TN280,40,2,2,90,91.75,78,south
TN380.40.2.1,TN380,40,2,1,90,91.5,78,south
TN380.40.2.2,TN380,40,2,2,90,91.5,78,south
TN4.40.2.1,TN4,40,2,1,90,90,78,south
TN4.40.2.2,TN4,40,2,2,90,90,78,south
TN501.40.2.1,TN501,40,2,1,90,91.25,54.63,south
TN501.40.2.2,TN501,40,2,2,90,91.25,54.71,south
TN550.40.2.1,TN550,40,2,1,90,91,69.52,south
TN550.40.2.2,TN550,40,2,2,90,91,69.21,south
W12-6.40.2.1,W12-6,40,2,1,90,90.75,21.2,north
W12-6.40.2.2,W12-6,40,2,2,90,90.75,24.23,north
W23.40.2.1,W23,40,2,1,90,90.5,40.06,north
W23.40.2.2,W23,40,2,2,90,90.5,43.84,north
W3-5.40.2.1,W3-5,40,2,1,90,90.25,25.49,north
W3-5.40.2.2,W3-5,40,2,2,90,90.25,24.65,north
Dm13.15.1.1,Dm13,15,1,1,118,126,56.68,north
Dm13.15.1.2,Dm13,15,1,2,118,126,57.48,north
Et12.15.1.1,Et12,15,1,1,118,125.75,58.49,north
Et12.15.1.2,Et12,15,1,2,118,125.75,56.54,north
Et14.15.1.1,Et14,15,1,1,118,125.5,51.02,north
Et14.15.1.2,Et14,15,1,2,118,125.5,51.54,north
Et17.15.1.1,Et17,15,1,1,118,125.25,54.17,north
Et17.15.1.2,Et17,15,1,2,118,125.25,59.81,north
Et18.15.1.1,Et18,15,1,1,118,125,52.5,north
Et18.15.1.2,Et18,15,1,2,118,125,53.92,north
IN12-4.15.1.1,IN12-4,15,1,1,118,124.75,49.02,north
IN12-4.15.1.2,IN12-4,15,1,2,118,124.75,46.99,north
IN12-8-3.15.1.1,IN12-8-3,15,1,1,118,124.5,59.9,north
IN12-8-3.15.1.2,IN12-8-3,15,1,2,118,124.5,57.99,north
IN12-9-4.15.1.1,IN12-9-4,15,1,1,118,124.25,59.46,north
IN12-9-4.15.1.2,IN12-9-4,15,1,2,118,124.25,59.11,north
IN12-9-6.15.1.1,IN12-9-6,15,1,1,118,124,49.87,north
IN12-9-6.15.1.2,IN12-9-6,15,1,2,118,124,52.74,north
IN12-PO-3.15.1.1,IN12-PO-3,15,1,1,118,123.75,51.01,north
IN12-PO-3.15.1.2,IN12-PO-3,15,1,2,118,123.75,50.43,north
