code,isolate,temp_C,replicate,axis,hpi,hpi_corr,col_diam_mm_corr,region
Md10.30.1.2,Md10,30,1,2,20,25.5,26.93,north
Md3.30.1.1,Md3,30,1,1,20,25.25,28.32,north
Md3.30.1.2,Md3,30,1,2,20,25.25,28.48,north
Md5.30.1.1,Md5,30,1,1,20,25,27.48,north
Md5.30.1.2,Md5,30,1,2,20,25,27.36,north
Md6.30.1.1,Md6,30,1,1,20,24.75,26.36,north
Md6.30.1.2,Md6,30,1,2,20,24.75,26.64,north
Md7.30.1.1,Md7,30,1,1,20,24.5,26.45,north
Md7.30.1.2,Md7,30,1,2,20,24.5,26.45,north
MP144.30.1.1,MP144,30,1,1,20,24.25,18.02,south
MP144.30.1.2,MP144,30,1,2,20,24.25,18.02,south
MP220.30.1.1,MP220,30,1,1,20,24,23.94,south
MP220.30.1.2,MP220,30,1,2,20,24,23.03,south
MP223.30.1.1,MP223,30,1,1,20,23.75,18.95,south
MP223.30.1.2,MP223,30,1,2,20,23.75,18.96,south
MP249.30.1.1,MP249,30,1,1,20,23.5,23.87,south
MP249.30.1.2,MP249,30,1,2,20,23.5,23.81,south
MP250.30.1.1,MP250,30,1,1,20,23.25,23.13,south
MP250.30.1.2,MP250,30,1,2,20,23.25,21.38,south
MP258.30.1.1,MP258,30,1,1,20,23,20.48,south
MP258.30.1.2,MP258,30,1,2,20,23,20.44,south
TN262.30.1.1,TN262,30,1,1,20,22.75,22.17,south
TN262.30.1.2,TN262,30,1,2,20,22.75,22.17,south
TN264.30.1.1,TN264,30,1,1,20,22.5,29.82,south
TN264.30.1.2,TN264,30,1,2,20,22.5,29.99,south
TN270.30.1.1,TN270,30,1,1,20,22.25,24.19,south
TN270.30.1.2,TN270,30,1,2,20,22.25,24.19,south
TN279.30.1.1,TN279,30,1,1,20,22,19.37,south
TN279.30.1.2,TN279,30,1,2,20,22,20.07,south
TN280.30.1.1,TN280,30,1,1,20,21.75,25.64,south
TN280.30.1.2,TN280,30,1,2,20,21.75,25.76,south
TN380.30.1.1,TN380,30,1,1,20,21.5,12.69,south
TN380.30.1.2,TN380,30,1,2,20,21.5,13.86,south
TN4.30.1.1,TN4,30,1,1,20,20,16.53,south
TN4.30.1.2,TN4,30,1,2,20,20,16.11,south
TN501.30.1.1,TN501,30,1,1,20,21.25,11.28,south
TN501.30.1.2,TN501,30,1,2,20,21.25,10.77,south
TN550.30.1.1,TN550,30,1,1,20,21,15.01,south
TN550.30.1.2,TN550,30,1,2,20,21,15.32,south
W12-6.30.1.1,W12-6,30,1,1,20,20.75,17.18,north
W12-6.30.1.2,W12-6,30,1,2,20,20.75,17.64,north
W23.30.1.1,W23,30,1,1,20,20.5,21.41,north
W23.30.1.2,W23,30,1,2,20,20.5,20.3,north
W3-5.30.1.1,W3-5,30,1,1,20,20.25,14.11,north
W3-5.30.1.2,W3-5,30,1,2,20,20.25,14.11,north
Dm13.30.2.1,Dm13,30,2,1,20,28,32.14,north
Dm13.30.2.2,Dm13,30,2,2,20,28,33.81,north
Et12.30.2.1,Et12,30,2,1,20,27.75,33.73,north
Et12.30.2.2,Et12,30,2,2,20,27.75,34.05,north
Et14.30.2.1,Et14,30,2,1,20,27.5,30.62,north
Et14.30.2.2,Et14,30,2,2,20,27.5,30.82,north
Et17.30.2.1,Et17,30,2,1,20,27.25,25.59,north
Et17.30.2.2,Et17,30,2,2,20,27.25,25.53,north
Et18.30.2.1,Et18,30,2,1,20,27,29.35,north
Et18.30.2.2,Et18,30,2,2,20,27,29.35,north
IN12-4.30.2.1,IN12-4,30,2,1,20,26.75,27.9,north
IN12-4.30.2.2,IN12-4,30,2,2,20,26.75,26.98,north
IN12-8-3.30.2.1,IN12-8-3,30,2,1,20,26.5,32.14,north
IN12-8-3.30.2.2,IN12-8-3,30,2,2,20,26.5,31.39,north
IN12-9-4.30.2.1,IN12-9-4,30,2,1,20,26.25,23.31,north
IN12-9-4.30.2.2,IN12-9-4,30,2,2,20,26.25,23.22,north
IN12-9-6.30.2.1,IN12-9-6,30,2,1,20,26,26.36,north
IN12-9-6.30.2.2,IN12-9-6,30,2,2,20,26,25.16,north
IN12-PO-3.30.2.1,IN12-PO-3,30,2,1,20,25.75,25.6,north
IN12-PO-3.30.2.2,IN12-PO-3,30,2,2,20,25.75,25.23,north
Md10.30.2.1,Md10,30,2,1,20,25.5,24.19,north
Md10.30.2.2,Md10,30,2,2,20,25.5,23.95,north
Md3.30.2.1,Md3,30,2,1,20,25.25,27.05,north
Md3.30.2.2,Md3,30,2,2,20,25.25,27.7,north
Md5.30.2.1,Md5,30,2,1,20,25,27.24,north
Md5.30.2.2,Md5,30,2,2,20,25,26.87,north
Md6.30.2.1,Md6,30,2,1,20,24.75,23.68,north
Md6.30.2.2,Md6,30,2,2,20,24.75,25.93,north
Md7.30.2.1,Md7,30,2,1,20,24.5,26.65,north
Md7.30.2.2,Md7,30,2,2,20,24.5,26.54,north
MP144.30.2.1,MP144,30,2,1,20,24.25,19.17,south
MP144.30.2.2,MP144,30,2,2,20,24.25,18.96,south
MP220.30.2.1,MP220,30,2,1,20,24,21.72,south
MP220.30.2.2,MP220,30,2,2,20,24,22.15,south
MP223.30.2.1,MP223,30,2,1,20,23.75,20.18,south
MP223.30.2.2,MP223,30,2,2,20,23.75,20.18,south
MP249.30.2.1,MP249,30,2,1,20,23.5,21.99,south
MP249.30.2.2,MP249,30,2,2,20,23.5,22.34,south
MP250.30.2.1,MP250,30,2,1,20,23.25,22.83,south
MP250.30.2.2,MP250,30,2,2,20,23.25,22.88,south
MP258.30.2.1,MP258,30,2,1,20,23,18.08,south
MP258.30.2.2,MP258,30,2,2,20,23,18.89,south
TN262.30.2.1,TN262,30,2,1,20,22.75,22.71,south
TN262.30.2.2,TN262,30,2,2,20,22.75,24.74,south
TN264.30.2.1,TN264,30,2,1,20,22.5,23.26,south
TN264.30.2.2,TN264,30,2,2,20,22.5,23.92,south
TN270.30.2.1,TN270,30,2,1,20,22.25,24.29,south
TN270.30.2.2,TN270,30,2,2,20,22.25,24.29,south
TN279.30.2.1,TN279,30,2,1,20,22,19,south
TN279.30.2.2,TN279,30,2,2,20,22,20.46,south
TN280.30.2.1,TN280,30,2,1,20,21.75,25.23,south
TN280.30.2.2,TN280,30,2,2,20,21.75,25.19,south
TN380.30.2.1,TN380,30,2,1,20,21.5,13.58,south
TN380.30.2.2,TN380,30,2,2,20,21.5,13.53,south
TN4.30.2.1,TN4,30,2,1,20,20,14.92,south
TN4.30.2.2,TN4,30,2,2,20,20,15.07,south
TN501.30.2.1,TN501,30,2,1,20,21.25,8.73,south
TN501.30.2.2,TN501,30,2,2,20,21.25,9.94,south
TN550.30.2.1,TN550,30,2,1,20,21,19.29,south
TN550.30.2.2,TN550,30,2,2,20,21,19.91,south
W12-6.30.2.1,W12-6,30,2,1,20,20.75,19.51,north
W12-6.30.2.2,W12-6,30,2,2,20,20.75,18.94,north
W23.30.2.1,W23,30,2,1,20,20.5,20.29,north
W23.30.2.2,W23,30,2,2,20,20.5,20.91,north
W3-5.30.2.1,W3-5,30,2,1,20,20.25,15.2,north
W3-5.30.2.2,W3-5,30,2,2,20,20.25,13.72,north
Dm13.35.1.1,Dm13,35,1,1,20,28,36.23,north
Dm13.35.1.2,Dm13,35,1,2,20,28,35.1,north
Et12.35.1.1,Et12,35,1,1,20,27.75,43.41,north
Et12.35.1.2,Et12,35,1,2,20,27.75,42.82,north
Et14.35.1.1,Et14,35,1,1,20,27.5,41.44,north
Et14.35.1.2,Et14,35,1,2,20,27.5,41.37,north
Et17.35.1.1,Et17,35,1,1,20,27.25,29.55,north
Et17.35.1.2,Et17,35,1,2,20,27.25,28.85,north
Et18.35.1.1,Et18,35,1,1,20,27,41.61,north
Et18.35.1.2,Et18,35,1,2,20,27,41.85,north
IN12-4.35.1.1,IN12-4,35,1,1,20,26.75,38.55,north
IN12-4.35.1.2,IN12-4,35,1,2,20,26.75,38.72,north
IN12-8-3.35.1.1,IN12-8-3,35,1,1,20,26.5,40.44,north
IN12-8-3.35.1.2,IN12-8-3,35,1,2,20,26.5,40.7,north
IN12-9-4.35.1.1,IN12-9-4,35,1,1,20,26.25,37.05,north
IN12-9-4.35.1.2,IN12-9-4,35,1,2,20,26.25,35.85,north
IN12-9-6.35.1.1,IN12-9-6,35,1,1,20,26,35.89,north
IN12-9-6.35.1.2,IN12-9-6,35,1,2,20,26,33.38,north
IN12-PO-3.35.1.1,IN12-PO-3,35,1,1,20,25.75,36.47,north
IN12-PO-3.35.1.2,IN12-PO-3,35,1,2,20,25.75,36.1,north
Md10.35.1.1,Md10,35,1,1,20,25.5,38.12,north
Md10.35.1.2,Md10,35,1,2,20,25.5,37.95,north
Md3.35.1.1,Md3,35,1,1,20,25.25,36.06,north
Md3.35.1.2,Md3,35,1,2,20,25.25,36.94,north
Md5.35.1.1,Md5,35,1,1,20,25,36.22,north
Md5.35.1.2,Md5,35,1,2,20,25,37.03,north
Md6.35.1.1,Md6,35,1,1,20,24.75,37.96,north
Md6.35.1.2,Md6,35,1,2,20,24.75,35.91,north
Md7.35.1.1,Md7,35,1,1,20,24.5,34.3,north
Md7.35.1.2,Md7,35,1,2,20,24.5,34.51,north
MP144.35.1.1,MP144,35,1,1,20,24.25,23.91,south
MP144.35.1.2,MP144,35,1,2,20,24.25,23.21,south
MP220.35.1.1,MP220,35,1,1,20,24,34.74,south
MP220.35.1.2,MP220,35,1,2,20,24,34.14,south
MP223.35.1.1,MP223,35,1,1,20,23.75,23.95,south
MP223.35.1.2,MP223,35,1,2,20,23.75,21.49,south
MP249.35.1.1,MP249,35,1,1,20,23.5,34.21,south
MP249.35.1.2,MP249,35,1,2,20,23.5,34.21,south
MP250.35.1.1,MP250,35,1,1,20,23.25,34.48,south
MP250.35.1.2,MP250,35,1,2,20,23.25,33.34,south
MP258.35.1.1,MP258,35,1,1,20,23,28.62,south
MP258.35.1.2,MP258,35,1,2,20,23,29.31,south
TN262.35.1.1,TN262,35,1,1,20,22.75,34.03,south
TN262.35.1.2,TN262,35,1,2,20,22.75,34.35,south
TN264.35.1.1,TN264,35,1,1,20,22.5,34,south
TN264.35.1.2,TN264,35,1,2,20,22.5,33.21,south
TN270.35.1.1,TN270,35,1,1,20,22.25,34.43,south
TN270.35.1.2,TN270,35,1,2,20,22.25,35.04,south
TN279.35.1.1,TN279,35,1,1,20,22,29.71,south
TN279.35.1.2,TN279,35,1,2,20,22,29.11,south
TN280.35.1.1,TN280,35,1,1,20,21.75,35.31,south
TN280.35.1.2,TN280,35,1,2,20,21.75,35.27,south
TN380.35.1.1,TN380,35,1,1,20,21.5,27.86,south
TN380.35.1.2,TN380,35,1,2,20,21.5,27.82,south
TN4.35.1.1,TN4,35,1,1,20,20,25.98,south
TN4.35.1.2,TN4,35,1,2,20,20,26.17,south
TN501.35.1.1,TN501,35,1,1,20,21.25,13.5,south
TN501.35.1.2,TN501,35,1,2,20,21.25,13.9,south
TN550.35.1.1,TN550,35,1,1,20,21,27.01,south
TN550.35.1.2,TN550,35,1,2,20,21,28.42,south
W12-6.35.1.1,W12-6,35,1,1,20,20.75,23.71,north
W12-6.35.1.2,W12-6,35,1,2,20,20.75,23.92,north
W23.35.1.1,W23,35,1,1,20,20.5,30.76,north
W23.35.1.2,W23,35,1,2,20,20.5,30.76,north
W3-5.35.1.1,W3-5,35,1,1,20,20.25,23.04,north
W3-5.35.1.2,W3-5,35,1,2,20,20.25,24.1,north
Dm13.35.2.1,Dm13,35,2,1,20,28,41.01,north
Dm13.35.2.2,Dm13,35,2,2,20,28,38.93,north
Et12.35.2.1,Et12,35,2,1,20,27.75,46.27,north
Et12.35.2.2,Et12,35,2,2,20,27.75,48.59,north
Et14.35.2.1,Et14,35,2,1,20,27.5,46.24,north
Et14.35.2.2,Et14,35,2,2,20,27.5,47.39,north
Et17.35.2.1,Et17,35,2,1,20,27.25,31.95,north
Et17.35.2.2,Et17,35,2,2,20,27.25,33.2,north
Et18.35.2.1,Et18,35,2,1,20,27,40.78,north
Et18.35.2.2,Et18,35,2,2,20,27,42.16,north
IN12-4.35.2.1,IN12-4,35,2,1,20,26.75,41.76,north
IN12-4.35.2.2,IN12-4,35,2,2,20,26.75,41.76,north
IN12-8-3.35.2.1,IN12-8-3,35,2,1,20,26.5,47.05,north
IN12-8-3.35.2.2,IN12-8-3,35,2,2,20,26.5,46.72,north
IN12-9-4.35.2.1,IN12-9-4,35,2,1,20,26.25,33.16,north
IN12-9-4.35.2.2,IN12-9-4,35,2,2,20,26.25,33.16,north
IN12-9-6.35.2.1,IN12-9-6,35,2,1,20,26,39.22,north
IN12-9-6.35.2.2,IN12-9-6,35,2,2,20,26,38.2,north
IN12-PO-3.35.2.1,IN12-PO-3,35,2,1,20,25.75,34.37,north
IN12-PO-3.35.2.2,IN12-PO-3,35,2,2,20,25.75,35.3,north
Md10.35.2.1,Md10,35,2,1,20,25.5,37.31,north
Md10.35.2.2,Md10,35,2,2,20,25.5,36.27,north
Md3.35.2.1,Md3,35,2,1,20,25.25,39.94,north
Md3.35.2.2,Md3,35,2,2,20,25.25,40.23,north
Md5.35.2.1,Md5,35,2,1,20,25,38.79,north
Md5.35.2.2,Md5,35,2,2,20,25,38.37,north
Md6.35.2.1,Md6,35,2,1,20,24.75,40.92,north
Md6.35.2.2,Md6,35,2,2,20,24.75,38.08,north
Md7.35.2.1,Md7,35,2,1,20,24.5,31.73,north
Md7.35.2.2,Md7,35,2,2,20,24.5,32.18,north
MP144.35.2.1,MP144,35,2,1,20,24.25,25.02,south
MP144.35.2.2,MP144,35,2,2,20,24.25,25.53,south
MP220.35.2.1,MP220,35,2,1,20,24,38.96,south
MP220.35.2.2,MP220,35,2,2,20,24,36.89,south
MP223.35.2.1,MP223,35,2,1,20,23.75,23.63,south
MP223.35.2.2,MP223,35,2,2,20,23.75,23.27,south
MP249.35.2.1,MP249,35,2,1,20,23.5,34.23,south
MP249.35.2.2,MP249,35,2,2,20,23.5,35.25,south
MP250.35.2.1,MP250,35,2,1,20,23.25,35.83,south
MP250.35.2.2,MP250,35,2,2,20,23.25,35.83,south
MP258.35.2.1,MP258,35,2,1,20,23,27.33,south
MP258.35.2.2,MP258,35,2,2,20,23,27.33,south
TN262.35.2.1,TN262,35,2,1,20,22.75,33.91,south
TN262.35.2.2,TN262,35,2,2,20,22.75,31.98,south
TN264.35.2.1,TN264,35,2,1,20,22.5,31.63,south
TN264.35.2.2,TN264,35,2,2,20,22.5,30.09,south
TN270.35.2.1,TN270,35,2,1,20,22.25,34.46,south
TN270.35.2.2,TN270,35,2,2,20,22.25,34.71,south
TN279.35.2.1,TN279,35,2,1,20,22,30.66,south
TN279.35.2.2,TN279,35,2,2,20,22,30.53,south
TN280.35.2.1,TN280,35,2,1,20,21.75,33.4,south
TN280.35.2.2,TN280,35,2,2,20,21.75,34.53,south
TN380.35.2.1,TN380,35,2,1,20,21.5,30.06,south
TN380.35.2.2,TN380,35,2,2,20,21.5,30.06,south
TN4.35.2.1,TN4,35,2,1,20,20,25.81,south
TN4.35.2.2,TN4,35,2,2,20,20,25.71,south
TN501.35.2.1,TN501,35,2,1,20,21.25,16.76,south
TN501.35.2.2,TN501,35,2,2,20,21.25,15.62,south
TN550.35.2.1,TN550,35,2,1,20,21,24.91,south
TN550.35.2.2,TN550,35,2,2,20,21,26.24,south
W12-6.35.2.1,W12-6,35,2,1,20,20.75,25.12,north
W12-6.35.2.2,W12-6,35,2,2,20,20.75,24.83,north
W23.35.2.1,W23,35,2,1,20,20.5,30.23,north
W23.35.2.2,W23,35,2,2,20,20.5,31.08,north
W3-5.35.2.1,W3-5,35,2,1,20,20.25,22.44,north
W3-5.35.2.2,W3-5,35,2,2,20,20.25,22.91,north
Dm13.40.1.1,Dm13,40,1,1,20,28,11.34,north
Dm13.40.1.2,Dm13,40,1,2,20,28,11.22,north
Et12.40.1.1,Et12,40,1,1,20,27.75,21.36,north
Et12.40.1.2,Et12,40,1,2,20,27.75,21.68,north
Et14.40.1.1,Et14,40,1,1,20,27.5,21.37,north
Et14.40.1.2,Et14,40,1,2,20,27.5,20.69,north
Et17.40.1.1,Et17,40,1,1,20,27.25,16.13,north
Et17.40.1.2,Et17,40,1,2,20,27.25,16.54,north
Et18.40.1.1,Et18,40,1,1,20,27,25.44,north
Et18.40.1.2,Et18,40,1,2,20,27,25.67,north
IN12-4.40.1.1,IN12-4,40,1,1,20,26.75,25.11,north
IN12-4.40.1.2,IN12-4,40,1,2,20,26.75,25.11,north
IN12-8-3.40.1.1,IN12-8-3,40,1,1,20,26.5,27.53,north
IN12-8-3.40.1.2,IN12-8-3,40,1,2,20,26.5,27.33,north
IN12-9-4.40.1.1,IN12-9-4,40,1,1,20,26.25,22,north
IN12-9-4.40.1.2,IN12-9-4,40,1,2,20,26.25,22.78,north
IN12-9-6.40.1.1,IN12-9-6,40,1,1,20,26,23.57,north
IN12-9-6.40.1.2,IN12-9-6,40,1,2,20,26,22.95,north
IN12-PO-3.40.1.1,IN12-PO-3,40,1,1,20,25.75,24.15,north
IN12-PO-3.40.1.2,IN12-PO-3,40,1,2,20,25.75,24.85,north
Md10.40.1.1,Md10,40,1,1,20,25.5,27.42,north
Md10.40.1.2,Md10,40,1,2,20,25.5,26.99,north
Md3.40.1.1,Md3,40,1,1,20,25.25,14.24,north
Md3.40.1.2,Md3,40,1,2,20,25.25,14.68,north
Md5.40.1.1,Md5,40,1,1,20,25,15.92,north
Md5.40.1.2,Md5,40,1,2,20,25,15.72,north
Md6.40.1.1,Md6,40,1,1,20,24.75,20.52,north
Md6.40.1.2,Md6,40,1,2,20,24.75,20.97,north
Md7.40.1.1,Md7,40,1,1,20,24.5,21.28,north
Md7.40.1.2,Md7,40,1,2,20,24.5,21.28,north
MP144.40.1.1,MP144,40,1,1,20,24.25,16.5,south
MP144.40.1.2,MP144,40,1,2,20,24.25,16.76,south
MP220.40.1.1,MP220,40,1,1,20,24,21.82,south
MP220.40.1.2,MP220,40,1,2,20,24,21.53,south
MP223.40.1.1,MP223,40,1,1,20,23.75,17.3,south
MP223.40.1.2,MP223,40,1,2,20,23.75,17.3,south
MP249.40.1.1,MP249,40,1,1,20,23.5,19.75,south
MP249.40.1.2,MP249,40,1,2,20,23.5,19.88,south
MP250.40.1.1,MP250,40,1,1,20,23.25,20.06,south
MP250.40.1.2,MP250,40,1,2,20,23.25,20.81,south
MP258.40.1.1,MP258,40,1,1,20,23,21.18,south
MP258.40.1.2,MP258,40,1,2,20,23,21.5,south
TN262.40.1.1,TN262,40,1,1,20,22.75,23.07,south
TN262.40.1.2,TN262,40,1,2,20,22.75,23.26,south
TN264.40.1.1,TN264,40,1,1,20,22.5,14.65,south
TN264.40.1.2,TN264,40,1,2,20,22.5,14.86,south
TN270.40.1.1,TN270,40,1,1,20,22.25,16.59,south
TN270.40.1.2,TN270,40,1,2,20,22.25,16.55,south
TN279.40.1.1,TN279,40,1,1,20,22,15.61,south
TN279.40.1.2,TN279,40,1,2,20,22,16.43,south
TN280.40.1.1,TN280,40,1,1,20,21.75,17.72,south
TN280.40.1.2,TN280,40,1,2,20,21.75,17.72,south
TN380.40.1.1,TN380,40,1,1,20,21.5,19.36,south
TN380.40.1.2,TN380,40,1,2,20,21.5,19.31,south
TN4.40.1.1,TN4,40,1,1,20,20,18.29,south
TN4.40.1.2,TN4,40,1,2,20,20,17.49,south
TN501.40.1.1,TN501,40,1,1,20,21.25,15.01,south
TN501.40.1.2,TN501,40,1,2,20,21.25,14.45,south
TN550.40.1.1,TN550,40,1,1,20,21,17.22,south
TN550.40.1.2,TN550,40,1,2,20,21,17.05,south
W12-6.40.1.1,W12-6,40,1,1,20,20.75,14.63,north
W12-6.40.1.2,W12-6,40,1,2,20,20.75,14.63,north
W23.40.1.1,W23,40,1,1,20,20.5,18.82,north
W23.40.1.2,W23,40,1,2,20,20.5,19.42,north
W3-5.40.1.1,W3-5,40,1,1,20,20.25,13.9,north
W3-5.40.1.2,W3-5,40,1,2,20,20.25,14.61,north
Dm13.40.2.1,Dm13,40,2,1,20,28,8.88,north
Dm13.40.2.2,Dm13,40,2,2,20,28,8.88,north
Et12.40.2.1,Et12,40,2,1,20,27.75,18.88,north
Et12.40.2.2,Et12,40,2,2,20,27.75,19.37,north
Et14.40.2.1,Et14,40,2,1,20,27.5,20.64,north
Et14.40.2.2,Et14,40,2,2,20,27.5,21.23,north
Et17.40.2.1,Et17,40,2,1,20,27.25,12.52,north
Et17.40.2.2,Et17,40,2,2,20,27.25,13.29,north
Et18.40.2.1,Et18,40,2,1,20,27,23.18,north
Et18.40.2.2,Et18,40,2,2,20,27,22.77,north
IN12-4.40.2.1,IN12-4,40,2,1,20,26.75,26.43,north
IN12-4.40.2.2,IN12-4,40,2,2,20,26.75,24.69,north
IN12-8-3.40.2.1,IN12-8-3,40,2,1,20,26.5,25.94,north
IN12-8-3.40.2.2,IN12-8-3,40,2,2,20,26.5,24.55,north
IN12-9-4.40.2.1,IN12-9-4,40,2,1,20,26.25,21.51,north
IN12-9-4.40.2.2,IN12-9-4,40,2,2,20,26.25,21.51,north
IN12-9-6.40.2.1,IN12-9-6,40,2,1,20,26,21.09,north
IN12-9-6.40.2.2,IN12-9-6,40,2,2,20,26,21.09,north
IN12-PO-3.40.2.1,IN12-PO-3,40,2,1,20,25.75,22.08,north
IN12-PO-3.40.2.2,IN12-PO-3,40,2,2,20,25.75,23.59,north
Md10.40.2.1,Md10,40,2,1,20,25.5,24.48,north
Md10.40.2.2,Md10,40,2,2,20,25.5,24.48,north
Md3.40.2.1,Md3,40,2,1,20,25.25,6.96,north
Md3.40.2.2,Md3,40,2,2,20,25.25,6.27,north
Md5.40.2.1,Md5,40,2,1,20,25,8.56,north
Md5.40.2.2,Md5,40,2,2,20,25,8.42,north
Md6.40.2.1,Md6,40,2,1,20,24.75,12.64,north
Md6.40.2.2,Md6,40,2,2,20,24.75,13.03,north
Md7.40.2.1,Md7,40,2,1,20,24.5,14.91,north
Md7.40.2.2,Md7,40,2,2,20,24.5,14.91,north
MP144.40.2.1,MP144,40,2,1,20,24.25,10.96,south
MP144.40.2.2,MP144,40,2,2,20,24.25,11.19,south
MP220.40.2.1,MP220,40,2,1,20,24,18.27,south
MP220.40.2.2,MP220,40,2,2,20,24,18.21,south
MP223.40.2.1,MP223,40,2,1,20,23.75,15.91,south
MP223.40.2.2,MP223,40,2,2,20,23.75,15.9,south
MP249.40.2.1,MP249,40,2,1,20,23.5,11.02,south
MP249.40.2.2,MP249,40,2,2,20,23.5,10.84,south
MP250.40.2.1,MP250,40,2,1,20,23.25,16.71,south
MP250.40.2.2,MP250,40,2,2,20,23.25,16.92,south
MP258.40.2.1,MP258,40,2,1,20,23,18.44,south
MP258.40.2.2,MP258,40,2,2,20,23,19.01,south
TN262.40.2.1,TN262,40,2,1,20,22.75,20.99,south
TN262.40.2.2,TN262,40,2,2,20,22.75,20.96,south
TN264.40.2.1,TN264,40,2,1,20,22.5,7.65,south
TN264.40.2.2,TN264,40,2,2,20,22.5,7.4,south
TN270.40.2.1,TN270,40,2,1,20,22.25,10.66,south
TN270.40.2.2,TN270,40,2,2,20,22.25,10.66,south
TN279.40.2.1,TN279,40,2,1,20,22,10.07,south
TN279.40.2.2,TN279,40,2,2,20,22,10.67,south
TN280.40.2.1,TN280,40,2,1,20,21.75,13.01,south
TN280.40.2.2,TN280,40,2,2,20,21.75,12.26,south
TN380.40.2.1,TN380,40,2,1,20,21.5,14.49,south
TN380.40.2.2,TN380,40,2,2,20,21.5,14.09,south
TN4.40.2.1,TN4,40,2,1,20,20,14.36,south
TN4.40.2.2,TN4,40,2,2,20,20,14.36,south
TN501.40.2.1,TN501,40,2,1,20,21.25,11.06,south
TN501.40.2.2,TN501,40,2,2,20,21.25,11.94,south
TN550.40.2.1,TN550,40,2,1,20,21,10.76,south
TN550.40.2.2,TN550,40,2,2,20,21,9.58,south
W12-6.40.2.1,W12-6,40,2,1,20,20.75,6.18,north
W12-6.40.2.2,W12-6,40,2,2,20,20.75,6.6,north
W23.40.2.1,W23,40,2,1,20,20.5,14.23,north
W23.40.2.2,W23,40,2,2,20,20.5,14.23,north
W3-5.40.2.1,W3-5,40,2,1,20,20.25,10.66,north
W3-5.40.2.2,W3-5,40,2,2,20,20.25,10.18,north
Dm13.15.1.1,Dm13,15,1,1,43,51,18.98,north
Dm13.15.1.2,Dm13,15,1,2,43,51,19.66,north
Et12.15.1.1,Et12,15,1,1,43,50.75,22.22,north
Et12.15.1.2,Et12,15,1,2,43,50.75,22.3,north
Et14.15.1.1,Et14,15,1,1,43,50.5,17.45,north
Et14.15.1.2,Et14,15,1,2,43,50.5,17.43,north
Et17.15.1.1,Et17,15,1,1,43,50.25,18.05,north
Et17.15.1.2,Et17,15,1,2,43,50.25,18.81,north
Et18.15.1.1,Et18,15,1,1,43,50,18.76,north
Et18.15.1.2,Et18,15,1,2,43,50,18.93,north
IN12-4.15.1.1,IN12-4,15,1,1,43,49.75,19.74,north
IN12-4.15.1.2,IN12-4,15,1,2,43,49.75,17.43,north
IN12-8-3.15.1.1,IN12-8-3,15,1,1,43,49.5,21.19,north
IN12-8-3.15.1.2,IN12-8-3,15,1,2,43,49.5,19.28,north
IN12-9-4.15.1.1,IN12-9-4,15,1,1,43,49.25,18.76,north
IN12-9-4.15.1.2,IN12-9-4,15,1,2,43,49.25,17.38,north
IN12-9-6.15.1.1,IN12-9-6,15,1,1,43,49,16.18,north
IN12-9-6.15.1.2,IN12-9-6,15,1,2,43,49,16.45,north
IN12-PO-3.15.1.1,IN12-PO-3,15,1,1,43,48.75,16.68,north
IN12-PO-3.15.1.2,IN12-PO-3,15,1,2,43,48.75,16.85,north
Md10.15.1.1,Md10,15,1,1,43,48.5,17.6,north
Md10.15.1.2,Md10,15,1,2,43,48.5,17.6,north
Md3.15.1.1,Md3,15,1,1,43,48.25,15.51,north
Md3.15.1.2,Md3,15,1,2,43,48.25,14.54,north
Md5.15.1.1,Md5,15,1,1,43,48,15.99,north
Md5.15.1.2,Md5,15,1,2,43,48,16.64,north
Md6.15.1.1,Md6,15,1,1,43,47.75,17.22,north
Md6.15.1.2,Md6,15,1,2,43,47.75,15.81,north
Md7.15.1.1,Md7,15,1,1,43,47.5,16.16,north
Md7.15.1.2,Md7,15,1,2,43,47.5,16.12,north
MP144.15.1.1,MP144,15,1,1,43,47.25,15.95,south
MP144.15.1.2,MP144,15,1,2,43,47.25,15.78,south
MP220.15.1.1,MP220,15,1,1,43,47,14.98,south
MP220.15.1.2,MP220,15,1,2,43,47,14.98,south
MP223.15.1.1,MP223,15,1,1,43,46.75,16.57,south
MP223.15.1.2,MP223,15,1,2,43,46.75,15.28,south
MP249.15.1.1,MP249,15,1,1,43,46.5,13.74,south
MP249.15.1.2,MP249,15,1,2,43,46.5,13.72,south
MP250.15.1.1,MP250,15,1,1,43,46.25,15.17,south
MP250.15.1.2,MP250,15,1,2,43,46.25,15,south
MP258.15.1.1,MP258,15,1,1,43,46,14.83,south
MP258.15.1.2,MP258,15,1,2,43,46,14.86,south
TN262.15.1.1,TN262,15,1,1,43,45.75,14.48,south
TN262.15.1.2,TN262,15,1,2,43,45.75,14.43,south
TN264.15.1.1,TN264,15,1,1,43,45.5,16.61,south
TN264.15.1.2,TN264,15,1,2,43,45.5,14.28,south
TN270.15.1.1,TN270,15,1,1,43,45.25,12.79,south
TN270.15.1.2,TN270,15,1,2,43,45.25,13.33,south
TN279.15.1.1,TN279,15,1,1,43,45,12.64,south
TN279.15.1.2,TN279,15,1,2,43,45,12.66,south
TN280.15.1.1,TN280,15,1,1,43,44.75,13.24,south
TN280.15.1.2,TN280,15,1,2,43,44.75,13.77,south
